config,dataset,sim,jobid,color,min,avg,max,nonzero,nzavg
6blues,4jobs-2,sim24,1,k,0.786,13.056,80.528,21600,13.056
6blues,4jobs-2,sim24,2,T,0.000,6.354,90.726,50544,6.381
6blues,4jobs-2,sim24,2,b,0.000,1.672,18.638,7344,1.722
6blues,4jobs-2,sim24,2,g,0.026,7.989,90.726,21600,7.989
6blues,4jobs-2,sim24,2,k,0.084,6.358,61.799,21600,6.358
6blues,4jobs-2,sim24,3,T,0.000,1.723,20.034,50688,1.726
6blues,4jobs-2,sim24,3,b,0.000,0.776,9.594,7488,0.783
6blues,4jobs-2,sim24,3,g,0.011,2.141,20.034,21600,2.141
6blues,4jobs-2,sim24,3,k,0.045,1.637,13.305,21600,1.637
6blues,4jobs-2,sim24,4,T,0.793,92.271,232.279,50760,92.271
6blues,4jobs-2,sim24,4,b,1.103,71.621,230.784,7560,71.621
6blues,4jobs-2,sim24,4,g,0.793,104.436,232.279,21600,104.436
6blues,4jobs-2,sim24,4,k,8.988,87.334,201.350,21600,87.334
6blues,4jobs-2,sim3,0,T,20.451,109.244,232.133,50760,109.244
6blues,4jobs-2,sim3,0,b,23.792,92.391,227.683,7560,92.391
6blues,4jobs-2,sim3,0,g,20.451,121.646,232.133,21600,121.646
6blues,4jobs-2,sim3,0,k,25.424,102.741,201.831,21600,102.741
6blues,4jobs-2,sim3,1,T,0.000,14.777,118.546,50328,14.904
6blues,4jobs-2,sim3,1,b,0.000,19.738,118.546,7128,20.934
6blues,4jobs-2,sim3,1,g,0.035,14.609,98.257,21600,14.609
6blues,4jobs-2,sim3,1,k,0.774,13.210,79.079,21600,13.210
6blues,4jobs-2,sim3,2,T,0.000,0.112,5.007,50544,0.113
6blues,4jobs-2,sim3,2,b,0.000,0.033,1.110,7344,0.034
6blues,4jobs-2,sim3,2,g,0.000,0.148,5.007,21600,0.148
6blues,4jobs-2,sim3,2,k,0.001,0.104,2.104,21600,0.104
6blues,4jobs-2,sim3,3,T,0.000,1.789,19.506,50688,1.791
6blues,4jobs-2,sim3,3,b,0.000,0.788,9.997,7488,0.795
6blues,4jobs-2,sim3,3,g,0.011,2.205,19.506,21600,2.205
6blues,4jobs-2,sim3,3,k,0.039,1.722,11.498,21600,1.722
6blues,4jobs-2,sim3,4,T,1.056,92.566,231.712,50760,92.566
6blues,4jobs-2,sim3,4,b,1.064,71.832,227.593,7560,71.832
6blues,4jobs-2,sim3,4,g,1.056,104.683,231.712,21600,104.683
6blues,4jobs-2,sim3,4,k,9.153,87.705,200.648,21600,87.705
6blues,4jobs-2,sim4,0,T,1.623,42.258,94.270,50760,42.258
6blues,4jobs-2,sim4,0,b,1.623,24.640,94.270,7560,24.640
6blues,4jobs-2,sim4,0,g,3.269,50.881,84.800,21600,50.881
6blues,4jobs-2,sim4,0,k,6.817,39.803,76.865,21600,39.803
6blues,4jobs-2,sim4,1,T,0.000,15.582,90.419,50328,15.715
6blues,4jobs-2,sim4,1,b,0.000,20.898,90.419,7128,22.165
6blues,4jobs-2,sim4,1,g,0.063,15.442,84.184,21600,15.442
6blues,4jobs-2,sim4,1,k,2.003,13.860,71.878,21600,13.860
6blues,4jobs-2,sim4,2,T,0.000,0.113,4.226,50544,0.114
6blues,4jobs-2,sim4,2,b,0.000,0.031,0.651,7344,0.032
6blues,4jobs-2,sim4,2,g,0.000,0.149,4.226,21600,0.149
6blues,4jobs-2,sim4,2,k,0.000,0.106,1.781,21600,0.106
6blues,4jobs-2,sim4,3,T,0.000,1.764,15.059,50688,1.767
6blues,4jobs-2,sim4,3,b,0.000,0.737,9.091,7488,0.744
6blues,4jobs-2,sim4,3,g,0.006,2.174,15.059,21600,2.174
6blues,4jobs-2,sim4,3,k,0.046,1.715,10.729,21600,1.715
6blues,4jobs-2,sim4,4,T,0.065,24.799,78.715,50760,24.799
6blues,4jobs-2,sim4,4,b,0.631,2.974,22.545,7560,2.974
6blues,4jobs-2,sim4,4,g,0.065,33.115,78.715,21600,33.115
6blues,4jobs-2,sim4,4,k,0.152,24.122,71.411,21600,24.122
6blues,4jobs-2,sim5,0,T,20.498,118.984,233.523,50760,118.984
6blues,4jobs-2,sim5,0,b,20.498,92.638,232.185,7560,92.638
6blues,4jobs-2,sim5,0,g,25.799,134.548,233.523,21600,134.548
6blues,4jobs-2,sim5,0,k,32.580,112.642,202.543,21600,112.642
6blues,4jobs-2,sim5,1,T,0.000,14.416,128.784,50328,14.540
6blues,4jobs-2,sim5,1,b,0.000,19.324,128.784,7128,20.495
6blues,4jobs-2,sim5,1,g,0.038,14.216,106.139,21600,14.216
6blues,4jobs-2,sim5,1,k,0.906,12.900,81.975,21600,12.900
6blues,4jobs-2,sim5,2,T,0.000,0.108,4.730,50544,0.108
6blues,4jobs-2,sim5,2,b,0.000,0.032,1.407,7344,0.033
6blues,4jobs-2,sim5,2,g,0.000,0.144,4.730,21600,0.144
6blues,4jobs-2,sim5,2,k,0.000,0.099,2.122,21600,0.099
6blues,4jobs-2,sim5,3,T,0.000,12.192,97.686,50688,12.209
6blues,4jobs-2,sim5,3,b,0.000,1.897,17.399,7488,1.915
6blues,4jobs-2,sim5,3,g,0.052,15.727,97.686,21600,15.727
6blues,4jobs-2,sim5,3,k,0.112,12.259,68.239,21600,12.259
6blues,4jobs-2,sim5,4,T,0.856,92.268,232.886,50760,92.268
6blues,4jobs-2,sim5,4,b,1.082,71.384,231.169,7560,71.384
6blues,4jobs-2,sim5,4,g,0.856,104.461,232.886,21600,104.461
6blues,4jobs-2,sim5,4,k,8.795,87.384,200.997,21600,87.384
6blues,4jobs-2,sim6,0,T,1.181,31.442,96.509,50760,31.442
6blues,4jobs-2,sim6,0,b,1.181,24.223,96.509,7560,24.223
6blues,4jobs-2,sim6,0,g,3.214,35.667,91.827,21600,35.667
6blues,4jobs-2,sim6,0,k,6.665,29.744,78.644,21600,29.744
6blues,4jobs-2,sim6,1,T,0.000,15.597,93.201,50328,15.731
6blues,4jobs-2,sim6,1,b,0.000,21.050,93.201,7128,22.326
6blues,4jobs-2,sim6,1,g,0.047,15.375,86.052,21600,15.375
6blues,4jobs-2,sim6,1,k,1.859,13.910,72.694,21600,13.910
6blues,4jobs-2,sim6,2,T,0.000,0.114,4.536,50544,0.114
6blues,4jobs-2,sim6,2,b,0.000,0.032,0.912,7344,0.033
6blues,4jobs-2,sim6,2,g,0.000,0.149,4.536,21600,0.149
6blues,4jobs-2,sim6,2,k,0.000,0.107,1.983,21600,0.107
6blues,4jobs-2,sim6,3,T,0.000,12.141,80.490,50688,12.158
6blues,4jobs-2,sim6,3,b,0.000,1.884,11.861,7488,1.902
6blues,4jobs-2,sim6,3,g,0.117,15.727,80.490,21600,15.727
6blues,4jobs-2,sim6,3,k,0.200,12.145,67.448,21600,12.145
6blues,4jobs-2,sim6,4,T,0.007,3.591,12.011,50760,3.591
6blues,4jobs-2,sim6,4,b,0.027,1.256,10.861,7560,1.256
6blues,4jobs-2,sim6,4,g,0.007,4.417,12.011,21600,4.417
6blues,4jobs-2,sim6,4,k,0.025,3.582,10.207,21600,3.582
6blues,4jobs-2,sim7,0,T,1.215,45.278,159.207,50760,45.278
6blues,4jobs-2,sim7,0,b,1.215,45.676,143.008,7560,45.676
6blues,4jobs-2,sim7,0,g,2.545,48.298,159.207,21600,48.298
6blues,4jobs-2,sim7,0,k,6.293,42.119,138.460,21600,42.119
6blues,4jobs-2,sim7,1,T,0.000,16.172,79.603,50328,16.311
6blues,4jobs-2,sim7,1,b,0.000,21.799,79.068,7128,23.120
6blues,4jobs-2,sim7,1,g,0.020,15.990,79.603,21600,15.990
6blues,4jobs-2,sim7,1,k,0.757,14.385,67.309,21600,14.385
6blues,4jobs-2,sim7,2,T,0.000,25.251,158.992,50544,25.358
6blues,4jobs-2,sim7,2,b,0.000,22.452,139.816,7344,23.112
6blues,4jobs-2,sim7,2,g,0.285,27.559,158.992,21600,27.559
6blues,4jobs-2,sim7,2,k,1.787,23.922,136.986,21600,23.922
6blues,4jobs-2,sim7,3,T,0.000,0.228,3.945,50688,0.229
6blues,4jobs-2,sim7,3,b,0.000,0.040,0.694,7488,0.040
6blues,4jobs-2,sim7,3,g,0.000,0.305,3.945,21600,0.305
6blues,4jobs-2,sim7,3,k,0.001,0.218,1.919,21600,0.218
6blues,4jobs-2,sim7,4,T,0.004,3.627,12.472,50760,3.627
6blues,4jobs-2,sim7,4,b,0.047,1.385,11.819,7560,1.385
6blues,4jobs-2,sim7,4,g,0.004,4.444,12.472,21600,4.444
6blues,4jobs-2,sim7,4,k,0.025,3.595,11.116,21600,3.595
6blues,4jobs-2,sim8,0,T,2.069,65.442,173.688,50760,65.442
6blues,4jobs-2,sim8,0,b,2.069,46.293,156.237,7560,46.293
6blues,4jobs-2,sim8,0,g,3.473,75.934,173.688,21600,75.934
6blues,4jobs-2,sim8,0,k,6.475,61.653,150.452,21600,61.653
6blues,4jobs-2,sim8,1,T,0.000,15.539,96.807,50328,15.672
6blues,4jobs-2,sim8,1,b,0.000,20.878,96.807,7128,22.143
6blues,4jobs-2,sim8,1,g,0.027,15.368,89.387,21600,15.368
6blues,4jobs-2,sim8,1,k,0.866,13.841,72.786,21600,13.841
6blues,4jobs-2,sim8,2,T,0.000,25.069,172.033,50544,25.176
6blues,4jobs-2,sim8,2,b,0.000,22.291,146.623,7344,22.947
6blues,4jobs-2,sim8,2,g,0.294,27.341,172.033,21600,27.341
6blues,4jobs-2,sim8,2,k,1.848,23.770,143.573,21600,23.770
6blues,4jobs-2,sim8,3,T,0.000,0.223,5.697,50688,0.223
6blues,4jobs-2,sim8,3,b,0.000,0.038,1.459,7488,0.038
6blues,4jobs-2,sim8,3,g,0.000,0.299,5.697,21600,0.299
6blues,4jobs-2,sim8,3,k,0.001,0.212,2.293,21600,0.212
6blues,4jobs-2,sim8,4,T,0.066,24.612,83.948,50760,24.612
6blues,4jobs-2,sim8,4,b,0.724,3.087,22.299,7560,3.087
6blues,4jobs-2,sim8,4,g,0.066,32.927,83.948,21600,32.927
6blues,4jobs-2,sim8,4,k,0.164,23.830,71.619,21600,23.830
6blues,4jobs-2,sim9,0,T,0.223,43.792,159.220,50760,43.792
6blues,4jobs-2,sim9,0,b,0.223,45.338,140.332,7560,45.338
6blues,4jobs-2,sim9,0,g,2.273,46.448,159.220,21600,46.448
6blues,4jobs-2,sim9,0,k,7.046,40.594,138.457,21600,40.594
6blues,4jobs-2,sim9,1,T,0.000,16.219,80.928,50328,16.358
6blues,4jobs-2,sim9,1,b,0.000,21.917,78.168,7128,23.245
6blues,4jobs-2,sim9,1,g,0.031,16.013,80.928,21600,16.013
6blues,4jobs-2,sim9,1,k,0.821,14.430,67.779,21600,14.430
6blues,4jobs-2,sim9,2,T,0.000,25.265,159.064,50544,25.373
6blues,4jobs-2,sim9,2,b,0.000,22.472,137.277,7344,23.133
6blues,4jobs-2,sim9,2,g,0.210,27.561,159.064,21600,27.561
6blues,4jobs-2,sim9,2,k,1.694,23.947,137.031,21600,23.947
6blues,4jobs-2,sim9,3,T,0.000,1.814,14.265,50688,1.816
6blues,4jobs-2,sim9,3,b,0.000,0.870,5.807,7488,0.878
6blues,4jobs-2,sim9,3,g,0.001,2.229,14.265,21600,2.229
6blues,4jobs-2,sim9,3,k,0.021,1.729,12.323,21600,1.729
6blues,4jobs-2,sim9,4,T,0.000,0.494,3.629,50760,0.494
6blues,4jobs-2,sim9,4,b,0.001,0.080,0.768,7560,0.080
6blues,4jobs-2,sim9,4,g,0.000,0.646,3.629,21600,0.646
6blues,4jobs-2,sim9,4,k,0.000,0.488,1.879,21600,0.488
6blues,8jobs-1,sim1,0,T,2.774,65.625,197.156,50760,65.625
6blues,8jobs-1,sim1,0,b,2.774,48.824,153.063,7560,48.824
6blues,8jobs-1,sim1,0,g,5.625,73.990,197.156,21600,73.990
6blues,8jobs-1,sim1,0,k,9.693,63.139,178.857,21600,63.139
6blues,8jobs-1,sim1,1,T,0.000,14.866,113.074,48744,15.481
6blues,8jobs-1,sim1,1,b,0.000,18.151,113.074,5544,24.751
6blues,8jobs-1,sim1,1,g,0.002,15.006,82.566,21600,15.006
6blues,8jobs-1,sim1,1,k,0.644,13.577,77.029,21600,13.577
6blues,8jobs-1,sim1,2,T,0.000,0.118,3.838,49223,0.122
6blues,8jobs-1,sim1,2,b,0.000,0.021,1.242,6048,0.026
6blues,8jobs-1,sim1,2,g,0.000,0.156,3.838,21576,0.156
6blues,8jobs-1,sim1,2,k,0.000,0.114,1.650,21599,0.114
6blues,8jobs-1,sim1,3,T,0.000,0.118,4.236,49649,0.120
6blues,8jobs-1,sim1,3,b,0.000,0.023,0.720,6480,0.027
6blues,8jobs-1,sim1,3,g,0.000,0.155,4.236,21569,0.155
6blues,8jobs-1,sim1,3,k,0.000,0.113,1.877,21600,0.113
6blues,8jobs-1,sim1,4,T,0.000,21.500,196.411,49679,21.968
6blues,8jobs-1,sim1,4,b,0.000,13.921,152.388,6480,16.241
6blues,8jobs-1,sim1,4,g,0.000,24.709,196.411,21599,24.710
6blues,8jobs-1,sim1,4,k,0.633,20.944,168.848,21600,20.944
6blues,8jobs-1,sim1,5,T,0.000,22.020,196.582,49668,22.504
6blues,8jobs-1,sim1,5,b,0.000,15.420,147.046,6480,17.990
6blues,8jobs-1,sim1,5,g,0.000,25.004,196.582,21588,25.018
6blues,8jobs-1,sim1,5,k,0.693,21.345,177.071,21600,21.345
6blues,8jobs-1,sim1,6,T,0.000,0.414,10.272,50039,0.420
6blues,8jobs-1,sim1,6,b,0.000,0.127,3.365,6840,0.140
6blues,8jobs-1,sim1,6,g,0.000,0.520,10.272,21599,0.520
6blues,8jobs-1,sim1,6,k,0.000,0.409,5.810,21600,0.409
6blues,8jobs-1,sim1,7,T,0.000,0.403,12.941,50328,0.407
6blues,8jobs-1,sim1,7,b,0.000,0.157,4.095,7128,0.166
6blues,8jobs-1,sim1,7,g,0.000,0.504,12.941,21600,0.504
6blues,8jobs-1,sim1,7,k,0.001,0.388,7.707,21600,0.388
6blues,8jobs-1,sim1,8,T,0.000,6.186,65.916,49248,6.376
6blues,8jobs-1,sim1,8,b,0.000,1.004,15.877,6048,1.256
6blues,8jobs-1,sim1,8,g,0.002,7.937,65.916,21600,7.937
6blues,8jobs-1,sim1,8,k,0.021,6.249,56.497,21600,6.249
6blues,8jobs-1,sim2,0,T,3.367,71.122,211.274,50760,71.122
6blues,8jobs-1,sim2,0,b,3.367,50.159,155.594,7560,50.159
6blues,8jobs-1,sim2,0,g,5.710,81.145,211.274,21600,81.145
6blues,8jobs-1,sim2,0,k,9.397,68.436,184.466,21600,68.436
6blues,8jobs-1,sim2,1,T,0.000,14.811,118.682,48744,15.424
6blues,8jobs-1,sim2,1,b,0.000,18.065,118.682,5544,24.634
6blues,8jobs-1,sim2,1,g,0.003,14.958,83.231,21600,14.958
6blues,8jobs-1,sim2,1,k,0.696,13.526,76.562,21600,13.526
6blues,8jobs-1,sim2,2,T,0.000,0.117,4.266,49213,0.120
6blues,8jobs-1,sim2,2,b,0.000,0.021,1.545,6048,0.026
6blues,8jobs-1,sim2,2,g,0.000,0.154,4.266,21566,0.155
6blues,8jobs-1,sim2,2,k,0.000,0.113,1.900,21599,0.113
6blues,8jobs-1,sim2,3,T,0.000,0.118,4.263,49646,0.120
6blues,8jobs-1,sim2,3,b,0.000,0.023,0.757,6480,0.027
6blues,8jobs-1,sim2,3,g,0.000,0.155,4.263,21566,0.155
6blues,8jobs-1,sim2,3,k,0.000,0.113,1.870,21600,0.113
6blues,8jobs-1,sim2,4,T,0.000,21.457,197.732,49680,21.924
6blues,8jobs-1,sim2,4,b,0.000,13.839,154.857,6480,16.145
6blues,8jobs-1,sim2,4,g,0.000,24.672,197.732,21600,24.672
6blues,8jobs-1,sim2,4,k,0.636,20.909,169.575,21600,20.909
6blues,8jobs-1,sim2,5,T,0.000,21.986,210.086,49668,22.470
6blues,8jobs-1,sim2,5,b,0.000,15.627,150.881,6480,18.231
6blues,8jobs-1,sim2,5,g,0.000,24.972,210.086,21588,24.986
6blues,8jobs-1,sim2,5,k,0.737,21.226,182.027,21600,21.226
6blues,8jobs-1,sim2,6,T,0.000,0.412,10.417,50039,0.418
6blues,8jobs-1,sim2,6,b,0.000,0.124,3.645,6840,0.137
6blues,8jobs-1,sim2,6,g,0.000,0.518,10.417,21599,0.518
6blues,8jobs-1,sim2,6,k,0.000,0.407,5.492,21600,0.407
6blues,8jobs-1,sim2,7,T,0.000,6.170,110.447,50328,6.223
6blues,8jobs-1,sim2,7,b,0.000,1.462,11.982,7128,1.550
6blues,8jobs-1,sim2,7,g,0.009,7.876,110.447,21600,7.876
6blues,8jobs-1,sim2,7,k,0.037,6.113,66.252,21600,6.113
6blues,8jobs-1,sim2,8,T,0.000,6.050,71.130,49248,6.236
6blues,8jobs-1,sim2,8,b,0.000,0.999,18.571,6048,1.249
6blues,8jobs-1,sim2,8,g,0.003,7.840,71.130,21600,7.840
6blues,8jobs-1,sim2,8,k,0.020,6.027,61.155,21600,6.027
6blues,8jobs-1,sim3,0,T,0.976,50.011,195.917,50760,50.011
6blues,8jobs-1,sim3,0,b,0.976,34.920,150.789,7560,34.920
6blues,8jobs-1,sim3,0,g,2.570,57.114,195.917,21600,57.114
6blues,8jobs-1,sim3,0,k,6.225,48.189,170.173,21600,48.189
6blues,8jobs-1,sim3,1,T,0.000,14.931,107.643,48744,15.549
6blues,8jobs-1,sim3,1,b,0.000,18.234,107.643,5544,24.864
6blues,8jobs-1,sim3,1,g,0.002,15.077,82.561,21600,15.077
6blues,8jobs-1,sim3,1,k,0.662,13.630,77.781,21600,13.630
6blues,8jobs-1,sim3,2,T,0.000,0.119,3.299,49213,0.123
6blues,8jobs-1,sim3,2,b,0.000,0.021,1.580,6048,0.026
6blues,8jobs-1,sim3,2,g,0.000,0.157,3.299,21566,0.157
6blues,8jobs-1,sim3,2,k,0.000,0.116,1.744,21599,0.116
6blues,8jobs-1,sim3,3,T,0.000,0.118,4.246,49648,0.121
6blues,8jobs-1,sim3,3,b,0.000,0.024,0.643,6480,0.028
6blues,8jobs-1,sim3,3,g,0.000,0.155,4.246,21568,0.156
6blues,8jobs-1,sim3,3,k,0.000,0.114,1.772,21600,0.114
6blues,8jobs-1,sim3,4,T,0.000,21.497,195.850,49680,21.965
6blues,8jobs-1,sim3,4,b,0.000,13.920,150.202,6480,16.240
6blues,8jobs-1,sim3,4,g,0.000,24.717,195.850,21600,24.717
6blues,8jobs-1,sim3,4,k,0.758,20.930,168.255,21600,20.930
6blues,8jobs-1,sim3,5,T,0.000,0.397,8.214,49668,0.406
6blues,8jobs-1,sim3,5,b,0.000,0.132,6.166,6480,0.154
6blues,8jobs-1,sim3,5,g,0.000,0.507,8.214,21588,0.507
6blues,8jobs-1,sim3,5,k,0.001,0.381,6.556,21600,0.381
6blues,8jobs-1,sim3,6,T,0.000,0.414,10.225,50040,0.420
6blues,8jobs-1,sim3,6,b,0.000,0.127,3.428,6840,0.141
6blues,8jobs-1,sim3,6,g,0.000,0.520,10.225,21600,0.520
6blues,8jobs-1,sim3,6,k,0.000,0.408,5.465,21600,0.408
6blues,8jobs-1,sim3,7,T,0.000,6.443,64.768,50328,6.498
6blues,8jobs-1,sim3,7,b,0.000,1.440,10.431,7128,1.528
6blues,8jobs-1,sim3,7,g,0.002,8.108,64.768,21600,8.108
6blues,8jobs-1,sim3,7,k,0.030,6.529,54.448,21600,6.529
6blues,8jobs-1,sim3,8,T,0.000,6.090,68.243,49248,6.277
6blues,8jobs-1,sim3,8,b,0.000,1.022,16.882,6048,1.277
6blues,8jobs-1,sim3,8,g,0.002,7.874,68.243,21600,7.874
6blues,8jobs-1,sim3,8,k,0.022,6.081,60.034,21600,6.081
6blues,8jobs-1,sim4,0,T,0.944,72.766,213.427,50760,72.766
6blues,8jobs-1,sim4,0,b,0.944,51.836,176.501,7560,51.836
6blues,8jobs-1,sim4,0,g,7.745,82.644,213.427,21600,82.644
6blues,8jobs-1,sim4,0,k,9.177,70.213,183.690,21600,70.213
6blues,8jobs-1,sim4,1,T,0.000,14.773,118.871,48744,15.384
6blues,8jobs-1,sim4,1,b,0.000,18.007,118.871,5544,24.554
6blues,8jobs-1,sim4,1,g,0.001,14.920,87.260,21600,14.920
6blues,8jobs-1,sim4,1,k,0.668,13.495,80.813,21600,13.495
6blues,8jobs-1,sim4,2,T,0.000,0.118,3.469,49215,0.122
6blues,8jobs-1,sim4,2,b,0.000,0.020,1.765,6048,0.025
6blues,8jobs-1,sim4,2,g,0.000,0.156,3.469,21567,0.156
6blues,8jobs-1,sim4,2,k,0.000,0.115,1.689,21600,0.115
6blues,8jobs-1,sim4,3,T,0.000,22.861,180.559,49677,23.360
6blues,8jobs-1,sim4,3,b,0.000,16.771,155.452,6480,19.567
6blues,8jobs-1,sim4,3,g,0.000,25.711,180.559,21597,25.714
6blues,8jobs-1,sim4,3,k,0.660,22.144,164.367,21600,22.144
6blues,8jobs-1,sim4,4,T,0.000,21.735,201.140,49680,22.208
6blues,8jobs-1,sim4,4,b,0.000,14.350,143.896,6480,16.742
6blues,8jobs-1,sim4,4,g,0.008,24.919,201.140,21600,24.919
6blues,8jobs-1,sim4,4,k,0.622,21.137,176.333,21600,21.137
6blues,8jobs-1,sim4,5,T,0.000,0.392,8.323,49668,0.400
6blues,8jobs-1,sim4,5,b,0.000,0.125,6.264,6480,0.146
6blues,8jobs-1,sim4,5,g,0.000,0.502,8.323,21588,0.502
6blues,8jobs-1,sim4,5,k,0.001,0.375,6.731,21600,0.375
6blues,8jobs-1,sim4,6,T,0.000,0.368,11.719,50040,0.373
6blues,8jobs-1,sim4,6,b,0.000,0.138,4.693,6840,0.153
6blues,8jobs-1,sim4,6,g,0.000,0.477,11.719,21600,0.477
6blues,8jobs-1,sim4,6,k,0.001,0.339,8.131,21600,0.339
6blues,8jobs-1,sim4,7,T,0.000,6.426,65.203,50328,6.481
6blues,8jobs-1,sim4,7,b,0.000,1.401,12.407,7128,1.486
6blues,8jobs-1,sim4,7,g,0.007,8.085,65.203,21600,8.085
6blues,8jobs-1,sim4,7,k,0.031,6.525,54.746,21600,6.525
6blues,8jobs-1,sim4,8,T,0.000,6.093,68.398,49248,6.280
6blues,8jobs-1,sim4,8,b,0.000,1.025,18.507,6048,1.281
6blues,8jobs-1,sim4,8,g,0.002,7.874,68.398,21600,7.874
6blues,8jobs-1,sim4,8,k,0.022,6.086,59.663,21600,6.086
6blues,8jobs-2,sim1,0,T,20.088,120.784,244.763,50760,120.784
6blues,8jobs-2,sim1,0,b,20.926,98.165,244.763,7560,98.165
6blues,8jobs-2,sim1,0,g,20.088,135.149,232.415,21600,135.149
6blues,8jobs-2,sim1,0,k,21.866,114.336,206.931,21600,114.336
6blues,8jobs-2,sim1,1,T,0.000,6.293,106.872,47748,6.690
6blues,8jobs-2,sim1,1,b,0.000,7.313,106.872,4968,11.129
6blues,8jobs-2,sim1,1,g,0.000,6.398,87.808,21180,6.525
6blues,8jobs-2,sim1,1,k,0.272,5.830,68.438,21600,5.830
6blues,8jobs-2,sim1,2,T,0.000,0.039,3.822,42635,0.047
6blues,8jobs-2,sim1,2,b,0.000,0.006,1.099,3600,0.013
6blues,8jobs-2,sim1,2,g,0.000,0.052,3.822,18291,0.061
6blues,8jobs-2,sim1,2,k,0.000,0.039,1.532,20744,0.040
6blues,8jobs-2,sim1,3,T,0.000,10.876,197.188,48730,11.329
6blues,8jobs-2,sim1,3,b,0.000,6.615,56.119,5544,9.020
6blues,8jobs-2,sim1,3,g,0.000,12.486,197.188,21586,12.494
6blues,8jobs-2,sim1,3,k,0.124,10.758,161.518,21600,10.758
6blues,8jobs-2,sim1,4,T,0.000,6.685,92.909,45444,7.467
6blues,8jobs-2,sim1,4,b,0.000,7.897,92.909,4320,13.819
6blues,8jobs-2,sim1,4,g,0.000,6.771,82.598,19524,7.491
6blues,8jobs-2,sim1,4,k,0.308,6.175,66.197,21600,6.175
6blues,8jobs-2,sim1,5,T,0.000,0.201,10.395,48107,0.212
6blues,8jobs-2,sim1,5,b,0.000,0.072,4.547,4968,0.109
6blues,8jobs-2,sim1,5,g,0.000,0.250,10.395,21539,0.251
6blues,8jobs-2,sim1,5,k,0.000,0.198,5.478,21600,0.198
6blues,8jobs-2,sim1,6,T,0.000,3.048,72.620,46656,3.316
6blues,8jobs-2,sim1,6,b,0.000,0.645,17.587,4320,1.128
6blues,8jobs-2,sim1,6,g,0.000,3.905,72.620,20736,4.067
6blues,8jobs-2,sim1,6,k,0.011,3.032,64.494,21600,3.032
6blues,8jobs-2,sim1,7,T,0.000,0.116,4.170,49196,0.120
6blues,8jobs-2,sim1,7,b,0.000,0.022,1.448,6048,0.027
6blues,8jobs-2,sim1,7,g,0.000,0.154,4.170,21548,0.154
6blues,8jobs-2,sim1,7,k,0.000,0.111,1.700,21600,0.111
6blues,8jobs-2,sim1,8,T,0.000,93.525,230.912,50544,93.925
6blues,8jobs-2,sim1,8,b,0.000,75.596,227.377,7344,77.819
6blues,8jobs-2,sim1,8,g,3.974,105.133,230.912,21600,105.133
6blues,8jobs-2,sim1,8,k,9.086,88.193,199.871,21600,88.193
6blues,8jobs-2,sim10,0,T,0.222,34.134,151.904,50760,34.134
6blues,8jobs-2,sim10,0,b,0.222,23.688,119.185,7560,23.688
6blues,8jobs-2,sim10,0,g,3.039,38.848,151.904,21600,38.848
6blues,8jobs-2,sim10,0,k,4.698,33.076,139.661,21600,33.076
6blues,8jobs-2,sim10,1,T,0.000,6.705,77.110,47748,7.128
6blues,8jobs-2,sim10,1,b,0.000,7.954,77.056,4968,12.104
6blues,8jobs-2,sim10,1,g,0.000,6.792,77.110,21180,6.926
6blues,8jobs-2,sim10,1,k,0.229,6.180,67.005,21600,6.180
6blues,8jobs-2,sim10,2,T,0.000,0.045,1.557,42816,0.053
6blues,8jobs-2,sim10,2,b,0.000,0.007,0.296,3600,0.014
6blues,8jobs-2,sim10,2,g,0.000,0.057,1.557,18353,0.067
6blues,8jobs-2,sim10,2,k,0.000,0.046,0.951,20863,0.048
6blues,8jobs-2,sim10,3,T,0.000,10.638,150.383,48727,11.082
6blues,8jobs-2,sim10,3,b,0.000,5.830,118.442,5544,7.949
6blues,8jobs-2,sim10,3,g,0.000,12.326,150.383,21583,12.336
6blues,8jobs-2,sim10,3,k,0.136,10.632,136.874,21600,10.632
6blues,8jobs-2,sim10,4,T,0.000,6.736,71.213,45444,7.524
6blues,8jobs-2,sim10,4,b,0.000,7.874,71.213,4320,13.780
6blues,8jobs-2,sim10,4,g,0.000,6.893,65.577,19524,7.626
6blues,8jobs-2,sim10,4,k,0.407,6.180,58.990,21600,6.180
6blues,8jobs-2,sim10,5,T,0.000,0.203,9.528,48107,0.214
6blues,8jobs-2,sim10,5,b,0.000,0.073,2.569,4968,0.111
6blues,8jobs-2,sim10,5,g,0.000,0.251,9.528,21539,0.252
6blues,8jobs-2,sim10,5,k,0.000,0.200,5.407,21600,0.200
6blues,8jobs-2,sim10,6,T,0.000,3.147,72.787,46654,3.423
6blues,8jobs-2,sim10,6,b,0.000,0.715,13.284,4320,1.251
6blues,8jobs-2,sim10,6,g,0.000,3.971,72.787,20734,4.137
6blues,8jobs-2,sim10,6,k,0.010,3.173,62.775,21600,3.173
6blues,8jobs-2,sim10,7,T,0.000,6.177,72.520,49224,6.370
6blues,8jobs-2,sim10,7,b,0.000,1.163,12.639,6048,1.453
6blues,8jobs-2,sim10,7,g,0.000,7.923,72.520,21576,7.932
6blues,8jobs-2,sim10,7,k,0.022,6.186,65.640,21600,6.186
6blues,8jobs-2,sim10,8,T,0.000,0.484,3.376,50544,0.486
6blues,8jobs-2,sim10,8,b,0.000,0.073,1.407,7344,0.075
