sg,sr,sg,dg,dr,dc,color,value
14,0,1,14,2,1,k,0.006836
0,0,1,0,2,1,k,0.509693
1,0,1,1,2,1,k,0.540845
2,0,1,2,2,1,k,0.511759
3,0,1,3,2,1,k,0.513994
4,0,1,4,2,1,k,0.506979
5,0,1,5,2,1,k,0.503826
6,0,1,6,2,1,k,0.517213
7,0,1,7,2,1,k,0.319612
8,0,1,8,2,1,k,0.007547
9,0,1,9,2,1,k,0.007893
10,0,1,10,2,1,k,0.004554
11,0,1,11,2,1,k,0.007155
12,0,1,12,2,1,k,0.014432
13,0,1,13,2,1,k,0.010472
14,0,1,14,2,1,k,0.006762
0,0,1,0,2,1,k,0.516393
1,0,1,1,2,1,k,0.532029
2,0,1,2,2,1,k,0.554972
3,0,1,3,2,1,k,0.528198
4,0,1,4,2,1,k,0.500630
5,0,1,5,2,1,k,0.509520
6,0,1,6,2,1,k,0.488299
7,0,1,7,2,1,k,0.293876
8,0,1,8,2,1,k,0.007287
9,0,1,9,2,1,k,0.005063
10,0,1,10,2,1,k,0.005129
11,0,1,11,2,1,k,0.008430
12,0,1,12,2,1,k,0.012439
13,0,1,13,2,1,k,0.010973
14,0,1,14,2,1,k,0.005902
0,0,1,0,3,1,k,0.523010
1,0,1,1,3,1,k,0.550711
2,0,1,2,3,1,k,0.576237
3,0,1,3,3,1,k,0.542456
4,0,1,4,3,1,k,0.514648
5,0,1,5,3,1,k,0.500542
6,0,1,6,3,1,k,0.513543
7,0,1,7,3,1,k,0.317207
8,0,1,8,3,1,k,0.006424
9,0,1,9,3,1,k,0.009425
10,0,1,10,3,1,k,0.004594
11,0,1,11,3,1,k,0.007113
12,0,1,12,3,1,k,0.009915
13,0,1,13,3,1,k,0.006728
14,0,1,14,3,1,k,0.006755
0,0,1,0,3,1,k,0.531429
1,0,1,1,3,1,k,0.548496
2,0,1,2,3,1,k,0.517462
3,0,1,3,3,1,k,0.534519
4,0,1,4,3,1,k,0.554141
5,0,1,5,3,1,k,0.499838
6,0,1,6,3,1,k,0.498634
7,0,1,7,3,1,k,0.311428
8,0,1,8,3,1,k,0.007534
9,0,1,9,3,1,k,0.005315
10,0,1,10,3,1,k,0.004675
11,0,1,11,3,1,k,0.007177
12,0,1,12,3,1,k,0.012755
13,0,1,13,3,1,k,0.008977
14,0,1,14,3,1,k,0.005512
0,0,1,0,3,1,k,0.530839
1,0,1,1,3,1,k,0.527977
2,0,1,2,3,1,k,0.521977
3,0,1,3,3,1,k,0.530629
4,0,1,4,3,1,k,0.536167
5,0,1,5,3,1,k,0.520855
6,0,1,6,3,1,k,0.488887
7,0,1,7,3,1,k,0.298638
8,0,1,8,3,1,k,0.007798
9,0,1,9,3,1,k,0.005403
10,0,1,10,3,1,k,0.005731
11,0,1,11,3,1,k,0.005392
12,0,1,12,3,1,k,0.008624
13,0,1,13,3,1,k,0.009037
14,0,1,14,3,1,k,0.007263
0,0,1,0,4,1,k,0.511516
1,0,1,1,4,1,k,0.531844
2,0,1,2,4,1,k,0.511504
3,0,1,3,4,1,k,0.530521
4,0,1,4,4,1,k,0.512966
5,0,1,5,4,1,k,0.517378
6,0,1,6,4,1,k,0.511434
7,0,1,7,4,1,k,0.299740
8,0,1,8,4,1,k,0.005644
9,0,1,9,4,1,k,0.004833
10,0,1,10,4,1,k,0.004478
11,0,1,11,4,1,k,0.010466
12,0,1,12,4,1,k,0.015794
13,0,1,13,4,1,k,0.009763
14,0,1,14,4,1,k,0.011999
0,0,1,0,4,1,k,0.496930
1,0,1,1,4,1,k,0.575828
2,0,1,2,4,1,k,0.530372
3,0,1,3,4,1,k,0.537242
4,0,1,4,4,1,k,0.510543
5,0,1,5,4,1,k,0.527921
6,0,1,6,4,1,k,0.506455
7,0,1,7,4,1,k,0.297963
8,0,1,8,4,1,k,0.010513
9,0,1,9,4,1,k,0.007886
10,0,1,10,4,1,k,0.006245
11,0,1,11,4,1,k,0.010240
12,0,1,12,4,1,k,0.010231
13,0,1,13,4,1,k,0.008337
14,0,1,14,4,1,k,0.005827
0,0,1,0,4,1,k,0.523401
1,0,1,1,4,1,k,0.542258
2,0,1,2,4,1,k,0.495304
3,0,1,3,4,1,k,0.544414
4,0,1,4,4,1,k,0.522235
5,0,1,5,4,1,k,0.523403
6,0,1,6,4,1,k,0.507123
7,0,1,7,4,1,k,0.304467
8,0,1,8,4,1,k,0.006570
9,0,1,9,4,1,k,0.005502
10,0,1,10,4,1,k,0.006651
11,0,1,11,4,1,k,0.006756
12,0,1,12,4,1,k,0.013303
13,0,1,13,4,1,k,0.019232
14,0,1,14,4,1,k,0.009016
0,0,1,0,5,1,k,0.561637
1,0,1,1,5,1,k,0.541897
2,0,1,2,5,1,k,0.528018
3,0,1,3,5,1,k,0.516676
4,0,1,4,5,1,k,0.518474
5,0,1,5,5,1,k,0.519746
6,0,1,6,5,1,k,0.497847
7,0,1,7,5,1,k,0.303695
8,0,1,8,5,1,k,0.012103
9,0,1,9,5,1,k,0.006404
10,0,1,10,5,1,k,0.008592
11,0,1,11,5,1,k,0.008405
12,0,1,12,5,1,k,0.015300
13,0,1,13,5,1,k,0.010781
14,0,1,14,5,1,k,0.009304
0,0,1,0,5,1,k,0.518688
1,0,1,1,5,1,k,0.543125
2,0,1,2,5,1,k,0.523005
3,0,1,3,5,1,k,0.518558
4,0,1,4,5,1,k,0.528600
5,0,1,5,5,1,k,0.505319
6,0,1,6,5,1,k,0.520877
7,0,1,7,5,1,k,0.301745
8,0,1,8,5,1,k,0.015836
9,0,1,9,5,1,k,0.006187
10,0,1,10,5,1,k,0.003606
11,0,1,11,5,1,k,0.012064
12,0,1,12,5,1,k,0.007395
13,0,1,13,5,1,k,0.012084
14,0,1,14,5,1,k,0.010968
0,0,1,0,5,1,k,0.553754
1,0,1,1,5,1,k,0.537735
2,0,1,2,5,1,k,0.533908
3,0,1,3,5,1,k,0.523758
4,0,1,4,5,1,k,0.507813
5,0,1,5,5,1,k,0.497220
6,0,1,6,5,1,k,0.514695
7,0,1,7,5,1,k,0.287600
8,0,1,8,5,1,k,0.009123
9,0,1,9,5,1,k,0.006430
10,0,1,10,5,1,k,0.006415
11,0,1,11,5,1,k,0.010370
12,0,1,12,5,1,k,0.010442
13,0,1,13,5,1,k,0.006601
14,0,1,14,5,1,k,0.012461
0,0,2,0,0,0,g,0.669242
1,0,2,1,0,0,g,0.717624
2,0,2,2,0,0,g,0.745058
3,0,2,3,0,0,g,0.659262
4,0,2,4,0,0,g,0.688077
5,0,2,5,0,0,g,0.678933
6,0,2,6,0,0,g,0.685778
7,0,2,7,0,0,g,0.455971
8,0,2,8,0,0,g,0.008962
9,0,2,9,0,0,g,0.012703
10,0,2,10,0,0,g,0.005601
11,0,2,11,0,0,g,0.009143
12,0,2,12,0,0,g,0.019093
13,0,2,13,0,0,g,0.011263
14,0,2,14,0,0,g,0.015729
0,0,2,0,0,1,g,0.628544
1,0,2,1,0,1,g,0.693612
2,0,2,2,0,1,g,0.711182
3,0,2,3,0,1,g,0.673992
4,0,2,4,0,1,g,0.666146
5,0,2,5,0,1,g,0.662676
6,0,2,6,0,1,g,0.682460
7,0,2,7,0,1,g,0.364291
8,0,2,8,0,1,g,0.011839
9,0,2,9,0,1,g,0.009366
10,0,2,10,0,1,g,0.005797
11,0,2,11,0,1,g,0.008662
12,0,2,12,0,1,g,0.013025
13,0,2,13,0,1,g,0.008879
14,0,2,14,0,1,g,0.009956
0,0,2,0,0,3,g,0.618898
1,0,2,1,0,3,g,0.586401
2,0,2,2,0,3,g,0.695728
3,0,2,3,0,3,g,0.679088
4,0,2,4,0,3,g,0.587000
5,0,2,5,0,3,g,0.643797
6,0,2,6,0,3,g,0.637774
7,0,2,7,0,3,g,0.333249
8,0,2,8,0,3,g,0.007699
9,0,2,9,0,3,g,0.005312
10,0,2,10,0,3,g,0.006235
11,0,2,11,0,3,g,0.024598
12,0,2,12,0,3,g,0.012776
13,0,2,13,0,3,g,0.018256
14,0,2,14,0,3,g,0.009693
0,0,2,0,0,4,g,0.666569
1,0,2,1,0,4,g,0.688780
2,0,2,2,0,4,g,0.680814
3,0,2,3,0,4,g,0.704068
4,0,2,4,0,4,g,0.674385
5,0,2,5,0,4,g,0.676039
6,0,2,6,0,4,g,0.676534
7,0,2,7,0,4,g,0.452030
8,0,2,8,0,4,g,0.009822
9,0,2,9,0,4,g,0.006750
10,0,2,10,0,4,g,0.005277
11,0,2,11,0,4,g,0.006238
12,0,2,12,0,4,g,0.017137
13,0,2,13,0,4,g,0.012325
14,0,2,14,0,4,g,0.026772
0,0,2,0,0,5,g,0.762082
1,0,2,1,0,5,g,0.774069
2,0,2,2,0,5,g,0.781885
3,0,2,3,0,5,g,0.789416
4,0,2,4,0,5,g,0.768710
5,0,2,5,0,5,g,0.766054
6,0,2,6,0,5,g,0.771552
7,0,2,7,0,5,g,0.482646
8,0,2,8,0,5,g,0.007272
9,0,2,9,0,5,g,0.005786
10,0,2,10,0,5,g,0.005669
11,0,2,11,0,5,g,0.026199
12,0,2,12,0,5,g,0.012529
13,0,2,13,0,5,g,0.013746
14,0,2,14,0,5,g,0.015928
0,0,2,0,0,6,g,0.714067
1,0,2,1,0,6,g,0.738487
2,0,2,2,0,6,g,0.736371
3,0,2,3,0,6,g,0.739120
4,0,2,4,0,6,g,0.705071
5,0,2,5,0,6,g,0.732253
6,0,2,6,0,6,g,0.727776
7,0,2,7,0,6,g,0.364861
8,0,2,8,0,6,g,0.007395
9,0,2,9,0,6,g,0.007516
10,0,2,10,0,6,g,0.006318
11,0,2,11,0,6,g,0.011028
12,0,2,12,0,6,g,0.014278
13,0,2,13,0,6,g,0.013125
14,0,2,14,0,6,g,0.012251
0,0,2,0,0,7,g,0.496189
1,0,2,1,0,7,g,0.519736
2,0,2,2,0,7,g,0.539551
3,0,2,3,0,7,g,0.514950
4,0,2,4,0,7,g,0.622359
5,0,2,5,0,7,g,0.499430
6,0,2,6,0,7,g,0.476454
7,0,2,7,0,7,g,0.320139
8,0,2,8,0,7,g,0.006918
9,0,2,9,0,7,g,0.006891
10,0,2,10,0,7,g,0.005253
11,0,2,11,0,7,g,0.010402
12,0,2,12,0,7,g,0.011584
13,0,2,13,0,7,g,0.007412
14,0,2,14,0,7,g,0.011539
0,0,2,0,0,8,g,0.560335
1,0,2,1,0,8,g,0.677427
2,0,2,2,0,8,g,0.658481
3,0,2,3,0,8,g,0.628336
4,0,2,4,0,8,g,0.624765
5,0,2,5,0,8,g,0.702205
6,0,2,6,0,8,g,0.597569
7,0,2,7,0,8,g,0.295427
8,0,2,8,0,8,g,0.008324
9,0,2,9,0,8,g,0.005222
10,0,2,10,0,8,g,0.007429
11,0,2,11,0,8,g,0.027039
12,0,2,12,0,8,g,0.009826
13,0,2,13,0,8,g,0.020919
14,0,2,14,0,8,g,0.006617
0,0,2,0,0,9,g,0.705400
1,0,2,1,0,9,g,0.728600
2,0,2,2,0,9,g,0.723870
3,0,2,3,0,9,g,0.728849
4,0,2,4,0,9,g,0.720786
5,0,2,5,0,9,g,0.722398
6,0,2,6,0,9,g,0.720802
7,0,2,7,0,9,g,0.358297
8,0,2,8,0,9,g,0.008468
9,0,2,9,0,9,g,0.009844
10,0,2,10,0,9,g,0.005065
11,0,2,11,0,9,g,0.004789
12,0,2,12,0,9,g,0.009633
13,0,2,13,0,9,g,0.010649
14,0,2,14,0,9,g,0.009166
0,0,2,0,0,10,g,0.710411
1,0,2,1,0,10,g,0.727764
2,0,2,2,0,10,g,0.726379
3,0,2,3,0,10,g,0.725887
4,0,2,4,0,10,g,0.719772
5,0,2,5,0,10,g,0.727225
6,0,2,6,0,10,g,0.708666
7,0,2,7,0,10,g,0.333655
8,0,2,8,0,10,g,0.006738
9,0,2,9,0,10,g,0.006285
10,0,2,10,0,10,g,0.008673
11,0,2,11,0,10,g,0.008399
12,0,2,12,0,10,g,0.013044
13,0,2,13,0,10,g,0.007511
14,0,2,14,0,10,g,0.006562
0,0,2,0,0,11,g,0.707695
1,0,2,1,0,11,g,0.729975
2,0,2,2,0,11,g,0.724759
3,0,2,3,0,11,g,0.725666
4,0,2,4,0,11,g,0.712632
5,0,2,5,0,11,g,0.733126
6,0,2,6,0,11,g,0.700567
7,0,2,7,0,11,g,0.173720
8,0,2,8,0,11,g,0.006601
9,0,2,9,0,11,g,0.027053
10,0,2,10,0,11,g,0.009509
11,0,2,11,0,11,g,0.007654
12,0,2,12,0,11,g,0.010693
13,0,2,13,0,11,g,0.016129
14,0,2,14,0,11,g,0.006510
0,0,2,0,0,12,g,0.616332
1,0,2,1,0,12,g,0.583928
2,0,2,2,0,12,g,0.631310
3,0,2,3,0,12,g,0.602489
4,0,2,4,0,12,g,0.607814
5,0,2,5,0,12,g,0.570422
6,0,2,6,0,12,g,0.597949
7,0,2,7,0,12,g,0.143963
8,0,2,8,0,12,g,0.018621
9,0,2,9,0,12,g,0.005823
10,0,2,10,0,12,g,0.005887
11,0,2,11,0,12,g,0.008680
12,0,2,12,0,12,g,0.032454
13,0,2,13,0,12,g,0.019687
14,0,2,14,0,12,g,0.009386
0,0,2,0,0,13,g,0.615005
1,0,2,1,0,13,g,0.549349
2,0,2,2,0,13,g,0.492768
3,0,2,3,0,13,g,0.556812
4,0,2,4,0,13,g,0.522346
5,0,2,5,0,13,g,0.549442
6,0,2,6,0,13,g,0.480768
7,0,2,7,0,13,g,0.164589
8,0,2,8,0,13,g,0.011342
9,0,2,9,0,13,g,0.007990
10,0,2,10,0,13,g,0.006688
11,0,2,11,0,13,g,0.005487
12,0,2,12,0,13,g,0.019266
13,0,2,13,0,13,g,0.017592
14,0,2,14,0,13,g,0.006038
0,0,2,0,0,14,g,0.711576
1,0,2,1,0,14,g,0.723213
2,0,2,2,0,14,g,0.721052
3,0,2,3,0,14,g,0.719771
4,0,2,4,0,14,g,0.709737
5,0,2,5,0,14,g,0.717984
6,0,2,6,0,14,g,0.709401
7,0,2,7,0,14,g,0.167201
8,0,2,8,0,14,g,0.012233
9,0,2,9,0,14,g,0.006188
10,0,2,10,0,14,g,0.008227
11,0,2,11,0,14,g,0.006487
12,0,2,12,0,14,g,0.007662
13,0,2,13,0,14,g,0.012611
14,0,2,14,0,14,g,0.008750
0,0,2,0,0,15,g,0.725790
1,0,2,1,0,15,g,0.743375
2,0,2,2,0,15,g,0.726398
3,0,2,3,0,15,g,0.732937
4,0,2,4,0,15,g,0.733920
5,0,2,5,0,15,g,0.727824
6,0,2,6,0,15,g,0.731917
7,0,2,7,0,15,g,0.164839
8,0,2,8,0,15,g,0.012548
9,0,2,9,0,15,g,0.004892
10,0,2,10,0,15,g,0.006712
11,0,2,11,0,15,g,0.006418
12,0,2,12,0,15,g,0.012970
13,0,2,13,0,15,g,0.012576
14,0,2,14,0,15,g,0.008636
0,0,2,0,1,2,k,0.582645
1,0,2,1,1,2,k,0.564440
2,0,2,2,1,2,k,0.603955
3,0,2,3,1,2,k,0.600066
4,0,2,4,1,2,k,0.592787
5,0,2,5,1,2,k,0.578694
6,0,2,6,1,2,k,0.572025
7,0,2,7,1,2,k,0.265038
8,0,2,8,1,2,k,0.008518
9,0,2,9,1,2,k,0.005668
10,0,2,10,1,2,k,0.005040
11,0,2,11,1,2,k,0.011421
12,0,2,12,1,2,k,0.007279
13,0,2,13,1,2,k,0.008963
14,0,2,14,1,2,k,0.007801
0,0,2,0,1,2,k,0.581503
1,0,2,1,1,2,k,0.549166
2,0,2,2,1,2,k,0.594654
3,0,2,3,1,2,k,0.589726
4,0,2,4,1,2,k,0.587203
5,0,2,5,1,2,k,0.583472
6,0,2,6,1,2,k,0.585666
7,0,2,7,1,2,k,0.289122
8,0,2,8,1,2,k,0.006751
9,0,2,9,1,2,k,0.006428
10,0,2,10,1,2,k,0.005895
11,0,2,11,1,2,k,0.010252
12,0,2,12,1,2,k,0.016045
13,0,2,13,1,2,k,0.009811
14,0,2,14,1,2,k,0.008839
0,0,2,0,1,2,k,0.586217
1,0,2,1,1,2,k,0.590537
2,0,2,2,1,2,k,0.595450
3,0,2,3,1,2,k,0.592423
4,0,2,4,1,2,k,0.559824
5,0,2,5,1,2,k,0.612701
6,0,2,6,1,2,k,0.559379
7,0,2,7,1,2,k,0.263572
8,0,2,8,1,2,k,0.012786
9,0,2,9,1,2,k,0.006100
10,0,2,10,1,2,k,0.005685
11,0,2,11,1,2,k,0.007611
12,0,2,12,1,2,k,0.008772
13,0,2,13,1,2,k,0.011820
14,0,2,14,1,2,k,0.009432
0,0,2,0,2,2,k,0.485557
1,0,2,1,2,2,k,0.490018
2,0,2,2,2,2,k,0.556884
3,0,2,3,2,2,k,0.498311
4,0,2,4,2,2,k,0.495089
5,0,2,5,2,2,k,0.490514
6,0,2,6,2,2,k,0.507157
7,0,2,7,2,2,k,0.290450
8,0,2,8,2,2,k,0.006731
9,0,2,9,2,2,k,0.006535
10,0,2,10,2,2,k,0.004854
11,0,2,11,2,2,k,0.012062
12,0,2,12,2,2,k,0.014162
13,0,2,13,2,2,k,0.007251
14,0,2,14,2,2,k,0.008554
0,0,2,0,2,2,k,0.515249
1,0,2,1,2,2,k,0.487281
2,0,2,2,2,2,k,0.519624
3,0,2,3,2,2,k,0.500065
4,0,2,4,2,2,k,0.478118
5,0,2,5,2,2,k,0.489935
6,0,2,6,2,2,k,0.489881
7,0,2,7,2,2,k,0.269386
8,0,2,8,2,2,k,0.011917
9,0,2,9,2,2,k,0.004830
10,0,2,10,2,2,k,0.004932
11,0,2,11,2,2,k,0.008187
12,0,2,12,2,2,k,0.007500
13,0,2,13,2,2,k,0.015168
14,0,2,14,2,2,k,0.008662
0,0,2,0,2,2,k,0.484233
1,0,2,1,2,2,k,0.497866
2,0,2,2,2,2,k,0.508796
3,0,2,3,2,2,k,0.522415
4,0,2,4,2,2,k,0.499619
5,0,2,5,2,2,k,0.498458
6,0,2,6,2,2,k,0.494799
7,0,2,7,2,2,k,0.272577
8,0,2,8,2,2,k,0.006801
9,0,2,9,2,2,k,0.007411
10,0,2,10,2,2,k,0.007166
11,0,2,11,2,2,k,0.017572
12,0,2,12,2,2,k,0.006826
13,0,2,13,2,2,k,0.007582
14,0,2,14,2,2,k,0.008830
0,0,2,0,3,2,k,0.483834
1,0,2,1,3,2,k,0.506442
2,0,2,2,3,2,k,0.515355
3,0,2,3,3,2,k,0.517053
4,0,2,4,3,2,k,0.485085
5,0,2,5,3,2,k,0.481142
6,0,2,6,3,2,k,0.480530
7,0,2,7,3,2,k,0.269946
8,0,2,8,3,2,k,0.011316
9,0,2,9,3,2,k,0.011812
10,0,2,10,3,2,k,0.003049
11,0,2,11,3,2,k,0.005404
12,0,2,12,3,2,k,0.008099
13,0,2,13,3,2,k,0.013061
14,0,2,14,3,2,k,0.008244
0,0,2,0,3,2,k,0.515819
1,0,2,1,3,2,k,0.485893
2,0,2,2,3,2,k,0.519775
3,0,2,3,3,2,k,0.498842
4,0,2,4,3,2,k,0.473770
5,0,2,5,3,2,k,0.493302
6,0,2,6,3,2,k,0.465138
7,0,2,7,3,2,k,0.274239
8,0,2,8,3,2,k,0.012583
9,0,2,9,3,2,k,0.021344
10,0,2,10,3,2,k,0.003597
11,0,2,11,3,2,k,0.007393
12,0,2,12,3,2,k,0.008676
13,0,2,13,3,2,k,0.012247
14,0,2,14,3,2,k,0.007082
0,0,2,0,3,2,k,0.493468
1,0,2,1,3,2,k,0.517981
2,0,2,2,3,2,k,0.525048
3,0,2,3,3,2,k,0.524642
4,0,2,4,3,2,k,0.489413
5,0,2,5,3,2,k,0.472104
6,0,2,6,3,2,k,0.503604
7,0,2,7,3,2,k,0.258734
8,0,2,8,3,2,k,0.007331
9,0,2,9,3,2,k,0.010711
10,0,2,10,3,2,k,0.005287
11,0,2,11,3,2,k,0.010936
12,0,2,12,3,2,k,0.020700
13,0,2,13,3,2,k,0.008644
14,0,2,14,3,2,k,0.007101
0,0,2,0,4,2,k,0.533185
1,0,2,1,4,2,k,0.513865
2,0,2,2,4,2,k,0.518447
3,0,2,3,4,2,k,0.514243
4,0,2,4,4,2,k,0.466825
5,0,2,5,4,2,k,0.478492
6,0,2,6,4,2,k,0.466494
7,0,2,7,4,2,k,0.269223
8,0,2,8,4,2,k,0.007884
9,0,2,9,4,2,k,0.006745
10,0,2,10,4,2,k,0.005233
11,0,2,11,4,2,k,0.009461
12,0,2,12,4,2,k,0.012238
13,0,2,13,4,2,k,0.008333
14,0,2,14,4,2,k,0.010275
0,0,2,0,4,2,k,0.491876
1,0,2,1,4,2,k,0.487967
2,0,2,2,4,2,k,0.509693
3,0,2,3,4,2,k,0.530404
4,0,2,4,4,2,k,0.478021
5,0,2,5,4,2,k,0.494160
6,0,2,6,4,2,k,0.480944
7,0,2,7,4,2,k,0.257788
8,0,2,8,4,2,k,0.008127
9,0,2,9,4,2,k,0.004400
10,0,2,10,4,2,k,0.005752
11,0,2,11,4,2,k,0.005649
12,0,2,12,4,2,k,0.010179
13,0,2,13,4,2,k,0.009223
14,0,2,14,4,2,k,0.009486
0,0,2,0,4,2,k,0.509219
1,0,2,1,4,2,k,0.496595
2,0,2,2,4,2,k,0.499870
3,0,2,3,4,2,k,0.500137
4,0,2,4,4,2,k,0.494781
5,0,2,5,4,2,k,0.481940
6,0,2,6,4,2,k,0.486674
7,0,2,7,4,2,k,0.290397
8,0,2,8,4,2,k,0.009757
9,0,2,9,4,2,k,0.002413
10,0,2,10,4,2,k,0.005493
11,0,2,11,4,2,k,0.006446
12,0,2,12,4,2,k,0.010900
13,0,2,13,4,2,k,0.020611
14,0,2,14,4,2,k,0.009188
0,0,2,0,5,2,k,0.526974
1,0,2,1,5,2,k,0.518000
2,0,2,2,5,2,k,0.509231
3,0,2,3,5,2,k,0.504068
4,0,2,4,5,2,k,0.502881
5,0,2,5,5,2,k,0.509884
6,0,2,6,5,2,k,0.486349
7,0,2,7,5,2,k,0.247005
8,0,2,8,5,2,k,0.012640
9,0,2,9,5,2,k,0.006555
10,0,2,10,5,2,k,0.006501
11,0,2,11,5,2,k,0.010421
12,0,2,12,5,2,k,0.011096
13,0,2,13,5,2,k,0.008849
14,0,2,14,5,2,k,0.007767
0,0,2,0,5,2,k,0.511323
1,0,2,1,5,2,k,0.521712
2,0,2,2,5,2,k,0.514582
3,0,2,3,5,2,k,0.537254
4,0,2,4,5,2,k,0.500474
5,0,2,5,5,2,k,0.514884
6,0,2,6,5,2,k,0.476042
7,0,2,7,5,2,k,0.278297
8,0,2,8,5,2,k,0.007501
9,0,2,9,5,2,k,0.006529
10,0,2,10,5,2,k,0.004911
11,0,2,11,5,2,k,0.006826
12,0,2,12,5,2,k,0.015699
13,0,2,13,5,2,k,0.007977
14,0,2,14,5,2,k,0.007681
0,0,2,0,5,2,k,0.490047
1,0,2,1,5,2,k,0.523092
2,0,2,2,5,2,k,0.510172
3,0,2,3,5,2,k,0.541478
4,0,2,4,5,2,k,0.475276
5,0,2,5,5,2,k,0.483943
6,0,2,6,5,2,k,0.472944
7,0,2,7,5,2,k,0.275448
8,0,2,8,5,2,k,0.006014
9,0,2,9,5,2,k,0.006991
10,0,2,10,5,2,k,0.004198
11,0,2,11,5,2,k,0.006744
12,0,2,12,5,2,k,0.010914
13,0,2,13,5,2,k,0.012827
14,0,2,14,5,2,k,0.006181
0,0,3,0,0,0,g,0.754732
1,0,3,1,0,0,g,0.746072
2,0,3,2,0,0,g,0.775314
3,0,3,3,0,0,g,0.759811
4,0,3,4,0,0,g,0.749713
5,0,3,5,0,0,g,0.775167
6,0,3,6,0,0,g,0.765007
7,0,3,7,0,0,g,0.474179
8,0,3,8,0,0,g,0.008987
9,0,3,9,0,0,g,0.011088
10,0,3,10,0,0,g,0.007965
11,0,3,11,0,0,g,0.006878
12,0,3,12,0,0,g,0.012015
13,0,3,13,0,0,g,0.013957
14,0,3,14,0,0,g,0.010912
0,0,3,0,0,1,g,0.678475
1,0,3,1,0,1,g,0.665293
2,0,3,2,0,1,g,0.738224
3,0,3,3,0,1,g,0.673251
4,0,3,4,0,1,g,0.670748
5,0,3,5,0,1,g,0.686196
6,0,3,6,0,1,g,0.683809
7,0,3,7,0,1,g,0.456517
8,0,3,8,0,1,g,0.007806
9,0,3,9,0,1,g,0.007797
10,0,3,10,0,1,g,0.005163
11,0,3,11,0,1,g,0.008693
12,0,3,12,0,1,g,0.014497
13,0,3,13,0,1,g,0.016686
14,0,3,14,0,1,g,0.009042
0,0,3,0,0,2,g,0.602723
1,0,3,1,0,2,g,0.592388
2,0,3,2,0,2,g,0.681889
3,0,3,3,0,2,g,0.666233
4,0,3,4,0,2,g,0.572479
5,0,3,5,0,2,g,0.617717
6,0,3,6,0,2,g,0.602814
7,0,3,7,0,2,g,0.309300
8,0,3,8,0,2,g,0.007488
9,0,3,9,0,2,g,0.005650
10,0,3,10,0,2,g,0.005278
11,0,3,11,0,2,g,0.008528
12,0,3,12,0,2,g,0.013586
13,0,3,13,0,2,g,0.013651
14,0,3,14,0,2,g,0.011162
0,0,3,0,0,4,g,0.666748
1,0,3,1,0,4,g,0.692553
2,0,3,2,0,4,g,0.684063
3,0,3,3,0,4,g,0.676745
4,0,3,4,0,4,g,0.681408
5,0,3,5,0,4,g,0.670580
6,0,3,6,0,4,g,0.677856
7,0,3,7,0,4,g,0.341330
8,0,3,8,0,4,g,0.010045
9,0,3,9,0,4,g,0.006899
10,0,3,10,0,4,g,0.003337
11,0,3,11,0,4,g,0.007974
12,0,3,12,0,4,g,0.019272
13,0,3,13,0,4,g,0.014676
14,0,3,14,0,4,g,0.018427
0,0,3,0,0,5,g,0.682150
1,0,3,1,0,5,g,0.686245
2,0,3,2,0,5,g,0.691689
3,0,3,3,0,5,g,0.673898
4,0,3,4,0,5,g,0.686318
5,0,3,5,0,5,g,0.688867
6,0,3,6,0,5,g,0.676954
7,0,3,7,0,5,g,0.447681
8,0,3,8,0,5,g,0.007658
9,0,3,9,0,5,g,0.008249
10,0,3,10,0,5,g,0.007122
11,0,3,11,0,5,g,0.013891
12,0,3,12,0,5,g,0.012139
13,0,3,13,0,5,g,0.012502
14,0,3,14,0,5,g,0.008357
0,0,3,0,0,6,g,0.758618
1,0,3,1,0,6,g,0.764982
2,0,3,2,0,6,g,0.775357
3,0,3,3,0,6,g,0.780263
4,0,3,4,0,6,g,0.762980
5,0,3,5,0,6,g,0.760386
6,0,3,6,0,6,g,0.756342
7,0,3,7,0,6,g,0.468876
8,0,3,8,0,6,g,0.007568
9,0,3,9,0,6,g,0.005286
10,0,3,10,0,6,g,0.006556
11,0,3,11,0,6,g,0.011020
12,0,3,12,0,6,g,0.009501
13,0,3,13,0,6,g,0.017860
14,0,3,14,0,6,g,0.012331
0,0,3,0,0,7,g,0.733386
1,0,3,1,0,7,g,0.734305
2,0,3,2,0,7,g,0.747106
3,0,3,3,0,7,g,0.744503
4,0,3,4,0,7,g,0.742876
5,0,3,5,0,7,g,0.739880
6,0,3,6,0,7,g,0.739017
7,0,3,7,0,7,g,0.365613
8,0,3,8,0,7,g,0.007608
9,0,3,9,0,7,g,0.005225
10,0,3,10,0,7,g,0.004513
11,0,3,11,0,7,g,0.012883
12,0,3,12,0,7,g,0.010336
13,0,3,13,0,7,g,0.009433
14,0,3,14,0,7,g,0.007373
0,0,3,0,0,8,g,0.539864
1,0,3,1,0,8,g,0.509943
2,0,3,2,0,8,g,0.552533
3,0,3,3,0,8,g,0.549858
4,0,3,4,0,8,g,0.521167
5,0,3,5,0,8,g,0.474320
6,0,3,6,0,8,g,0.537876
7,0,3,7,0,8,g,0.257214
8,0,3,8,0,8,g,0.009557
9,0,3,9,0,8,g,0.006492
10,0,3,10,0,8,g,0.004786
11,0,3,11,0,8,g,0.008010
12,0,3,12,0,8,g,0.010417
13,0,3,13,0,8,g,0.010283
