sg,sr,sg,dg,dr,dc,color,value
10,3,15,10,3,0,g,0.008807
11,3,15,11,3,0,g,0.005787
12,3,15,12,3,0,g,0.012654
13,3,15,13,3,0,g,0.011432
14,3,15,14,3,0,g,0.011891
0,3,15,0,3,1,g,0.684410
1,3,15,1,3,1,g,0.684914
2,3,15,2,3,1,g,0.657926
3,3,15,3,3,1,g,0.677180
4,3,15,4,3,1,g,0.674826
5,3,15,5,3,1,g,0.679157
6,3,15,6,3,1,g,0.678181
7,3,15,7,3,1,g,0.025061
8,3,15,8,3,1,g,0.010638
9,3,15,9,3,1,g,0.010502
10,3,15,10,3,1,g,0.006869
11,3,15,11,3,1,g,0.015303
12,3,15,12,3,1,g,0.012098
13,3,15,13,3,1,g,0.010790
14,3,15,14,3,1,g,0.008722
0,3,15,0,3,2,g,0.757928
1,3,15,1,3,2,g,0.780142
2,3,15,2,3,2,g,0.751369
3,3,15,3,3,2,g,0.771268
4,3,15,4,3,2,g,0.774540
5,3,15,5,3,2,g,0.762491
6,3,15,6,3,2,g,0.769110
7,3,15,7,3,2,g,0.018621
8,3,15,8,3,2,g,0.011250
9,3,15,9,3,2,g,0.012543
10,3,15,10,3,2,g,0.007036
11,3,15,11,3,2,g,0.006680
12,3,15,12,3,2,g,0.013648
13,3,15,13,3,2,g,0.019553
14,3,15,14,3,2,g,0.006731
0,3,15,0,3,3,g,0.726056
1,3,15,1,3,3,g,0.725203
2,3,15,2,3,3,g,0.724071
3,3,15,3,3,3,g,0.730542
4,3,15,4,3,3,g,0.726986
5,3,15,5,3,3,g,0.728916
6,3,15,6,3,3,g,0.728926
7,3,15,7,3,3,g,0.021732
8,3,15,8,3,3,g,0.012782
9,3,15,9,3,3,g,0.011323
10,3,15,10,3,3,g,0.007000
11,3,15,11,3,3,g,0.006258
12,3,15,12,3,3,g,0.010889
13,3,15,13,3,3,g,0.014173
14,3,15,14,3,3,g,0.009201
0,3,15,0,3,4,g,0.555421
1,3,15,1,3,4,g,0.537332
2,3,15,2,3,4,g,0.583401
3,3,15,3,3,4,g,0.527066
4,3,15,4,3,4,g,0.533874
5,3,15,5,3,4,g,0.536466
6,3,15,6,3,4,g,0.568149
7,3,15,7,3,4,g,0.025483
8,3,15,8,3,4,g,0.012735
9,3,15,9,3,4,g,0.010166
10,3,15,10,3,4,g,0.007208
11,3,15,11,3,4,g,0.006577
12,3,15,12,3,4,g,0.014744
13,3,15,13,3,4,g,0.008364
14,3,15,14,3,4,g,0.011691
0,3,15,0,3,5,g,0.584115
1,3,15,1,3,5,g,0.571765
2,3,15,2,3,5,g,0.638867
3,3,15,3,3,5,g,0.586836
4,3,15,4,3,5,g,0.565538
5,3,15,5,3,5,g,0.586237
6,3,15,6,3,5,g,0.610955
7,3,15,7,3,5,g,0.019100
8,3,15,8,3,5,g,0.010444
9,3,15,9,3,5,g,0.005775
10,3,15,10,3,5,g,0.003664
11,3,15,11,3,5,g,0.026624
12,3,15,12,3,5,g,0.009480
13,3,15,13,3,5,g,0.014299
14,3,15,14,3,5,g,0.007406
0,3,15,0,3,6,g,0.721753
1,3,15,1,3,6,g,0.727324
2,3,15,2,3,6,g,0.718504
3,3,15,3,3,6,g,0.711037
4,3,15,4,3,6,g,0.724432
5,3,15,5,3,6,g,0.724187
6,3,15,6,3,6,g,0.722976
7,3,15,7,3,6,g,0.022892
8,3,15,8,3,6,g,0.010199
9,3,15,9,3,6,g,0.008604
10,3,15,10,3,6,g,0.006137
11,3,15,11,3,6,g,0.008377
12,3,15,12,3,6,g,0.014406
13,3,15,13,3,6,g,0.018160
14,3,15,14,3,6,g,0.011751
0,3,15,0,3,7,g,0.720079
1,3,15,1,3,7,g,0.725812
2,3,15,2,3,7,g,0.717272
3,3,15,3,3,7,g,0.710390
4,3,15,4,3,7,g,0.724209
5,3,15,5,3,7,g,0.719258
6,3,15,6,3,7,g,0.728448
7,3,15,7,3,7,g,0.020130
8,3,15,8,3,7,g,0.009474
9,3,15,9,3,7,g,0.010496
10,3,15,10,3,7,g,0.005351
11,3,15,11,3,7,g,0.007652
12,3,15,12,3,7,g,0.011605
13,3,15,13,3,7,g,0.011648
14,3,15,14,3,7,g,0.009095
0,3,15,0,3,8,g,0.718625
1,3,15,1,3,8,g,0.727520
2,3,15,2,3,8,g,0.720418
3,3,15,3,3,8,g,0.726347
4,3,15,4,3,8,g,0.709248
5,3,15,5,3,8,g,0.727294
6,3,15,6,3,8,g,0.729524
7,3,15,7,3,8,g,0.015188
8,3,15,8,3,8,g,0.010167
9,3,15,9,3,8,g,0.015562
10,3,15,10,3,8,g,0.006536
11,3,15,11,3,8,g,0.007964
12,3,15,12,3,8,g,0.007784
13,3,15,13,3,8,g,0.006958
14,3,15,14,3,8,g,0.011552
0,3,15,0,3,9,g,0.626542
1,3,15,1,3,9,g,0.606348
2,3,15,2,3,9,g,0.604518
3,3,15,3,3,9,g,0.589566
4,3,15,4,3,9,g,0.670599
5,3,15,5,3,9,g,0.579949
6,3,15,6,3,9,g,0.617311
7,3,15,7,3,9,g,0.015336
8,3,15,8,3,9,g,0.009595
9,3,15,9,3,9,g,0.009900
10,3,15,10,3,9,g,0.006696
11,3,15,11,3,9,g,0.009665
12,3,15,12,3,9,g,0.020088
13,3,15,13,3,9,g,0.007721
14,3,15,14,3,9,g,0.009972
0,3,15,0,3,10,g,0.525974
1,3,15,1,3,10,g,0.518464
2,3,15,2,3,10,g,0.518084
3,3,15,3,3,10,g,0.488817
4,3,15,4,3,10,g,0.520795
5,3,15,5,3,10,g,0.585285
6,3,15,6,3,10,g,0.541816
7,3,15,7,3,10,g,0.010276
8,3,15,8,3,10,g,0.012453
9,3,15,9,3,10,g,0.008284
10,3,15,10,3,10,g,0.007039
11,3,15,11,3,10,g,0.008462
12,3,15,12,3,10,g,0.011772
13,3,15,13,3,10,g,0.009562
14,3,15,14,3,10,g,0.008785
0,3,15,0,3,11,g,0.727839
1,3,15,1,3,11,g,0.731680
2,3,15,2,3,11,g,0.724718
3,3,15,3,3,11,g,0.731564
4,3,15,4,3,11,g,0.724141
5,3,15,5,3,11,g,0.721918
6,3,15,6,3,11,g,0.726104
7,3,15,7,3,11,g,0.003129
8,3,15,8,3,11,g,0.008862
9,3,15,9,3,11,g,0.010521
10,3,15,10,3,11,g,0.007365
11,3,15,11,3,11,g,0.009858
12,3,15,12,3,11,g,0.011581
13,3,15,13,3,11,g,0.006777
14,3,15,14,3,11,g,0.008482
0,3,15,0,3,12,g,0.767626
1,3,15,1,3,12,g,0.763553
2,3,15,2,3,12,g,0.749839
3,3,15,3,3,12,g,0.768707
4,3,15,4,3,12,g,0.763062
5,3,15,5,3,12,g,0.762103
6,3,15,6,3,12,g,0.759644
7,3,15,7,3,12,g,0.003178
8,3,15,8,3,12,g,0.022196
9,3,15,9,3,12,g,0.009584
10,3,15,10,3,12,g,0.005179
11,3,15,11,3,12,g,0.011208
12,3,15,12,3,12,g,0.016932
13,3,15,13,3,12,g,0.012150
14,3,15,14,3,12,g,0.014973
0,3,15,0,3,13,g,0.676479
1,3,15,1,3,13,g,0.679861
2,3,15,2,3,13,g,0.674275
3,3,15,3,3,13,g,0.682678
4,3,15,4,3,13,g,0.688270
5,3,15,5,3,13,g,0.667916
6,3,15,6,3,13,g,0.691232
7,3,15,7,3,13,g,0.000861
8,3,15,8,3,13,g,0.010119
9,3,15,9,3,13,g,0.005539
10,3,15,10,3,13,g,0.010031
11,3,15,11,3,13,g,0.009391
12,3,15,12,3,13,g,0.008048
13,3,15,13,3,13,g,0.010650
14,3,15,14,3,13,g,0.010494
0,3,15,0,3,14,g,0.664445
1,3,15,1,3,14,g,0.650678
2,3,15,2,3,14,g,0.660837
3,3,15,3,3,14,g,0.663117
4,3,15,4,3,14,g,0.665903
5,3,15,5,3,14,g,0.661782
6,3,15,6,3,14,g,0.641549
7,3,15,7,3,14,g,0.000000
8,3,15,8,3,14,g,0.012913
9,3,15,9,3,14,g,0.012471
10,3,15,10,3,14,g,0.010684
11,3,15,11,3,14,g,0.009343
12,3,15,12,3,14,g,0.008624
13,3,15,13,3,14,g,0.007639
14,3,15,14,3,14,g,0.013485
0,3,15,0,4,15,k,0.673437
1,3,15,1,4,15,k,0.685228
2,3,15,2,4,15,k,0.686294
3,3,15,3,4,15,k,0.691057
4,3,15,4,4,15,k,0.699529
5,3,15,5,4,15,k,0.684218
6,3,15,6,4,15,k,0.691995
7,3,15,7,4,15,k,0.002463
8,3,15,8,4,15,k,0.009092
9,3,15,9,4,15,k,0.008945
10,3,15,10,4,15,k,0.005546
11,3,15,11,4,15,k,0.010683
12,3,15,12,4,15,k,0.005182
13,3,15,13,4,15,k,0.008085
14,3,15,14,4,15,k,0.007936
0,3,15,0,4,15,k,0.670956
1,3,15,1,4,15,k,0.703953
2,3,15,2,4,15,k,0.683568
3,3,15,3,4,15,k,0.700025
4,3,15,4,4,15,k,0.672825
5,3,15,5,4,15,k,0.680835
6,3,15,6,4,15,k,0.680456
7,3,15,7,4,15,k,0.002397
8,3,15,8,4,15,k,0.009551
9,3,15,9,4,15,k,0.006463
10,3,15,10,4,15,k,0.004856
11,3,15,11,4,15,k,0.008752
12,3,15,12,4,15,k,0.018967
13,3,15,13,4,15,k,0.009015
14,3,15,14,4,15,k,0.006408
0,3,15,0,4,15,k,0.695408
1,3,15,1,4,15,k,0.690743
2,3,15,2,4,15,k,0.675206
3,3,15,3,4,15,k,0.700520
4,3,15,4,4,15,k,0.684944
5,3,15,5,4,15,k,0.685079
6,3,15,6,4,15,k,0.681222
7,3,15,7,4,15,k,0.002353
8,3,15,8,4,15,k,0.024037
9,3,15,9,4,15,k,0.007570
10,3,15,10,4,15,k,0.005699
11,3,15,11,4,15,k,0.013950
12,3,15,12,4,15,k,0.008883
13,3,15,13,4,15,k,0.011136
14,3,15,14,4,15,k,0.009736
0,3,15,0,5,15,k,0.482519
1,3,15,1,5,15,k,0.480832
2,3,15,2,5,15,k,0.487952
3,3,15,3,5,15,k,0.471562
4,3,15,4,5,15,k,0.486126
5,3,15,5,5,15,k,0.489215
6,3,15,6,5,15,k,0.506356
7,3,15,7,5,15,k,0.003009
8,3,15,8,5,15,k,0.025025
9,3,15,9,5,15,k,0.006278
10,3,15,10,5,15,k,0.006912
11,3,15,11,5,15,k,0.008799
12,3,15,12,5,15,k,0.014951
13,3,15,13,5,15,k,0.013123
14,3,15,14,5,15,k,0.012531
0,3,15,0,5,15,k,0.490235
1,3,15,1,5,15,k,0.488504
2,3,15,2,5,15,k,0.490997
3,3,15,3,5,15,k,0.488156
4,3,15,4,5,15,k,0.476587
5,3,15,5,5,15,k,0.480790
6,3,15,6,5,15,k,0.514291
7,3,15,7,5,15,k,0.003923
8,3,15,8,5,15,k,0.012130
9,3,15,9,5,15,k,0.008676
10,3,15,10,5,15,k,0.006257
11,3,15,11,5,15,k,0.008967
12,3,15,12,5,15,k,0.014788
13,3,15,13,5,15,k,0.012130
14,3,15,14,5,15,k,0.014181
0,3,15,0,5,15,k,0.473458
1,3,15,1,5,15,k,0.504643
2,3,15,2,5,15,k,0.496441
3,3,15,3,5,15,k,0.465318
4,3,15,4,5,15,k,0.488964
5,3,15,5,5,15,k,0.491704
6,3,15,6,5,15,k,0.518501
7,3,15,7,5,15,k,0.002442
8,3,15,8,5,15,k,0.009107
9,3,15,9,5,15,k,0.012893
10,3,15,10,5,15,k,0.006600
11,3,15,11,5,15,k,0.010634
12,3,15,12,5,15,k,0.006543
13,3,15,13,5,15,k,0.007231
14,3,15,14,5,15,k,0.009662
0,4,0,0,0,0,k,0.501036
1,4,0,1,0,0,k,0.581940
2,4,0,2,0,0,k,0.523253
3,4,0,3,0,0,k,0.492173
4,4,0,4,0,0,k,0.479912
5,4,0,5,0,0,k,0.479085
6,4,0,6,0,0,k,0.475646
7,4,0,7,0,0,k,0.259865
8,4,0,8,0,0,k,0.010717
9,4,0,9,0,0,k,0.007031
10,4,0,10,0,0,k,0.008260
11,4,0,11,0,0,k,0.007155
12,4,0,12,0,0,k,0.010315
13,4,0,13,0,0,k,0.006248
14,4,0,14,0,0,k,0.009690
0,4,0,0,0,0,k,0.466518
1,4,0,1,0,0,k,0.544561
2,4,0,2,0,0,k,0.505502
3,4,0,3,0,0,k,0.498419
4,4,0,4,0,0,k,0.510416
5,4,0,5,0,0,k,0.501540
6,4,0,6,0,0,k,0.487637
7,4,0,7,0,0,k,0.272251
8,4,0,8,0,0,k,0.013002
9,4,0,9,0,0,k,0.006159
10,4,0,10,0,0,k,0.005894
11,4,0,11,0,0,k,0.005039
12,4,0,12,0,0,k,0.010017
13,4,0,13,0,0,k,0.010900
14,4,0,14,0,0,k,0.009754
0,4,0,0,0,0,k,0.508095
1,4,0,1,0,0,k,0.542451
2,4,0,2,0,0,k,0.484365
3,4,0,3,0,0,k,0.493109
4,4,0,4,0,0,k,0.512891
5,4,0,5,0,0,k,0.482550
6,4,0,6,0,0,k,0.467630
7,4,0,7,0,0,k,0.260277
8,4,0,8,0,0,k,0.006427
9,4,0,9,0,0,k,0.008919
10,4,0,10,0,0,k,0.006310
11,4,0,11,0,0,k,0.017332
12,4,0,12,0,0,k,0.013141
13,4,0,13,0,0,k,0.006811
14,4,0,14,0,0,k,0.013768
0,4,0,0,1,0,k,0.477768
1,4,0,1,1,0,k,0.448791
2,4,0,2,1,0,k,0.466940
3,4,0,3,1,0,k,0.457235
4,4,0,4,1,0,k,0.469823
5,4,0,5,1,0,k,0.483309
6,4,0,6,1,0,k,0.454277
7,4,0,7,1,0,k,0.002804
8,4,0,8,1,0,k,0.004179
9,4,0,9,1,0,k,0.006873
10,4,0,10,1,0,k,0.008800
11,4,0,11,1,0,k,0.005013
12,4,0,12,1,0,k,0.007374
13,4,0,13,1,0,k,0.009039
14,4,0,14,1,0,k,0.009896
0,4,0,0,1,0,k,0.480130
1,4,0,1,1,0,k,0.443071
2,4,0,2,1,0,k,0.470207
3,4,0,3,1,0,k,0.477444
4,4,0,4,1,0,k,0.481961
5,4,0,5,1,0,k,0.460757
6,4,0,6,1,0,k,0.483732
7,4,0,7,1,0,k,0.004461
8,4,0,8,1,0,k,0.012436
9,4,0,9,1,0,k,0.007151
10,4,0,10,1,0,k,0.007797
11,4,0,11,1,0,k,0.020511
12,4,0,12,1,0,k,0.011148
13,4,0,13,1,0,k,0.011682
14,4,0,14,1,0,k,0.013110
0,4,0,0,1,0,k,0.473414
1,4,0,1,1,0,k,0.458179
2,4,0,2,1,0,k,0.485007
3,4,0,3,1,0,k,0.472965
4,4,0,4,1,0,k,0.460179
5,4,0,5,1,0,k,0.464352
6,4,0,6,1,0,k,0.473930
7,4,0,7,1,0,k,0.003947
8,4,0,8,1,0,k,0.006460
9,4,0,9,1,0,k,0.008060
10,4,0,10,1,0,k,0.006646
11,4,0,11,1,0,k,0.009347
12,4,0,12,1,0,k,0.009513
13,4,0,13,1,0,k,0.006556
14,4,0,14,1,0,k,0.017068
0,4,0,0,2,0,k,0.469783
1,4,0,1,2,0,k,0.468849
2,4,0,2,2,0,k,0.471738
3,4,0,3,2,0,k,0.480887
4,4,0,4,2,0,k,0.474072
5,4,0,5,2,0,k,0.478510
6,4,0,6,2,0,k,0.500215
7,4,0,7,2,0,k,0.002849
8,4,0,8,2,0,k,0.009126
9,4,0,9,2,0,k,0.005883
10,4,0,10,2,0,k,0.005518
11,4,0,11,2,0,k,0.010144
12,4,0,12,2,0,k,0.012489
13,4,0,13,2,0,k,0.010177
14,4,0,14,2,0,k,0.007678
0,4,0,0,2,0,k,0.487042
1,4,0,1,2,0,k,0.466683
2,4,0,2,2,0,k,0.485755
3,4,0,3,2,0,k,0.480606
4,4,0,4,2,0,k,0.492498
5,4,0,5,2,0,k,0.450666
6,4,0,6,2,0,k,0.466344
7,4,0,7,2,0,k,0.003291
8,4,0,8,2,0,k,0.012415
9,4,0,9,2,0,k,0.009030
10,4,0,10,2,0,k,0.006669
11,4,0,11,2,0,k,0.008146
12,4,0,12,2,0,k,0.009331
13,4,0,13,2,0,k,0.009624
14,4,0,14,2,0,k,0.008381
0,4,0,0,2,0,k,0.460216
1,4,0,1,2,0,k,0.474833
2,4,0,2,2,0,k,0.477711
3,4,0,3,2,0,k,0.474327
4,4,0,4,2,0,k,0.463112
5,4,0,5,2,0,k,0.467693
6,4,0,6,2,0,k,0.473824
7,4,0,7,2,0,k,0.002151
8,4,0,8,2,0,k,0.007684
9,4,0,9,2,0,k,0.005971
10,4,0,10,2,0,k,0.004169
11,4,0,11,2,0,k,0.007645
12,4,0,12,2,0,k,0.009752
13,4,0,13,2,0,k,0.008928
14,4,0,14,2,0,k,0.004528
0,4,0,0,3,0,k,0.679207
1,4,0,1,3,0,k,0.668998
2,4,0,2,3,0,k,0.695628
3,4,0,3,3,0,k,0.678761
4,4,0,4,3,0,k,0.686531
5,4,0,5,3,0,k,0.701318
6,4,0,6,3,0,k,0.674913
7,4,0,7,3,0,k,0.003131
8,4,0,8,3,0,k,0.008929
9,4,0,9,3,0,k,0.006681
10,4,0,10,3,0,k,0.005587
11,4,0,11,3,0,k,0.006283
12,4,0,12,3,0,k,0.008765
13,4,0,13,3,0,k,0.010441
14,4,0,14,3,0,k,0.011998
0,4,0,0,3,0,k,0.694207
1,4,0,1,3,0,k,0.701397
2,4,0,2,3,0,k,0.659044
3,4,0,3,3,0,k,0.691190
4,4,0,4,3,0,k,0.686666
5,4,0,5,3,0,k,0.690488
6,4,0,6,3,0,k,0.696044
7,4,0,7,3,0,k,0.004938
8,4,0,8,3,0,k,0.005371
9,4,0,9,3,0,k,0.005297
10,4,0,10,3,0,k,0.006699
11,4,0,11,3,0,k,0.008414
12,4,0,12,3,0,k,0.011704
13,4,0,13,3,0,k,0.009657
14,4,0,14,3,0,k,0.007281
0,4,0,0,3,0,k,0.669135
1,4,0,1,3,0,k,0.669539
2,4,0,2,3,0,k,0.700543
3,4,0,3,3,0,k,0.684559
4,4,0,4,3,0,k,0.675585
5,4,0,5,3,0,k,0.683775
6,4,0,6,3,0,k,0.675704
7,4,0,7,3,0,k,0.003079
8,4,0,8,3,0,k,0.008839
9,4,0,9,3,0,k,0.005365
10,4,0,10,3,0,k,0.008196
11,4,0,11,3,0,k,0.007259
12,4,0,12,3,0,k,0.012080
13,4,0,13,3,0,k,0.008035
14,4,0,14,3,0,k,0.013809
0,4,0,0,4,1,g,0.656940
1,4,0,1,4,1,g,0.687598
2,4,0,2,4,1,g,0.662479
3,4,0,3,4,1,g,0.661861
4,4,0,4,4,1,g,0.674674
5,4,0,5,4,1,g,0.662289
6,4,0,6,4,1,g,0.669070
7,4,0,7,4,1,g,0.032919
8,4,0,8,4,1,g,0.008965
9,4,0,9,4,1,g,0.007512
10,4,0,10,4,1,g,0.006827
11,4,0,11,4,1,g,0.007625
12,4,0,12,4,1,g,0.011395
13,4,0,13,4,1,g,0.012726
14,4,0,14,4,1,g,0.008595
0,4,0,0,4,2,g,0.688533
1,4,0,1,4,2,g,0.702820
2,4,0,2,4,2,g,0.706599
3,4,0,3,4,2,g,0.671273
4,4,0,4,4,2,g,0.689298
5,4,0,5,4,2,g,0.691381
6,4,0,6,4,2,g,0.686157
7,4,0,7,4,2,g,0.061661
8,4,0,8,4,2,g,0.006885
9,4,0,9,4,2,g,0.006088
10,4,0,10,4,2,g,0.007480
11,4,0,11,4,2,g,0.007897
12,4,0,12,4,2,g,0.015834
13,4,0,13,4,2,g,0.011142
14,4,0,14,4,2,g,0.009790
0,4,0,0,4,3,g,0.771819
1,4,0,1,4,3,g,0.761413
2,4,0,2,4,3,g,0.768176
3,4,0,3,4,3,g,0.768577
4,4,0,4,4,3,g,0.763903
5,4,0,5,4,3,g,0.773719
6,4,0,6,4,3,g,0.754554
7,4,0,7,4,3,g,0.060735
8,4,0,8,4,3,g,0.007515
9,4,0,9,4,3,g,0.005596
10,4,0,10,4,3,g,0.005686
11,4,0,11,4,3,g,0.007095
12,4,0,12,4,3,g,0.019610
13,4,0,13,4,3,g,0.013310
14,4,0,14,4,3,g,0.009578
0,4,0,0,4,4,g,0.736335
1,4,0,1,4,4,g,0.726886
2,4,0,2,4,4,g,0.731598
3,4,0,3,4,4,g,0.721449
4,4,0,4,4,4,g,0.723412
5,4,0,5,4,4,g,0.734674
6,4,0,6,4,4,g,0.726948
7,4,0,7,4,4,g,0.056457
8,4,0,8,4,4,g,0.006819
9,4,0,9,4,4,g,0.007706
10,4,0,10,4,4,g,0.005848
11,4,0,11,4,4,g,0.006752
12,4,0,12,4,4,g,0.011243
13,4,0,13,4,4,g,0.012833
14,4,0,14,4,4,g,0.010749
0,4,0,0,4,5,g,0.545084
1,4,0,1,4,5,g,0.531580
2,4,0,2,4,5,g,0.530295
3,4,0,3,4,5,g,0.604565
4,4,0,4,4,5,g,0.532022
5,4,0,5,4,5,g,0.491983
6,4,0,6,4,5,g,0.525905
7,4,0,7,4,5,g,0.045719
8,4,0,8,4,5,g,0.007513
9,4,0,9,4,5,g,0.005394
10,4,0,10,4,5,g,0.005989
11,4,0,11,4,5,g,0.008690
12,4,0,12,4,5,g,0.016699
13,4,0,13,4,5,g,0.009500
14,4,0,14,4,5,g,0.006971
0,4,0,0,4,6,g,0.612688
1,4,0,1,4,6,g,0.619169
2,4,0,2,4,6,g,0.626978
3,4,0,3,4,6,g,0.601562
4,4,0,4,4,6,g,0.664512
5,4,0,5,4,6,g,0.600409
6,4,0,6,4,6,g,0.621773
7,4,0,7,4,6,g,0.043112
8,4,0,8,4,6,g,0.007207
9,4,0,9,4,6,g,0.010614
10,4,0,10,4,6,g,0.009986
11,4,0,11,4,6,g,0.004547
12,4,0,12,4,6,g,0.013015
13,4,0,13,4,6,g,0.010124
14,4,0,14,4,6,g,0.004905
0,4,0,0,4,7,g,0.727115
1,4,0,1,4,7,g,0.725788
2,4,0,2,4,7,g,0.734036
3,4,0,3,4,7,g,0.725844
4,4,0,4,4,7,g,0.711617
5,4,0,5,4,7,g,0.727119
6,4,0,6,4,7,g,0.726383
7,4,0,7,4,7,g,0.050263
8,4,0,8,4,7,g,0.005803
9,4,0,9,4,7,g,0.007185
10,4,0,10,4,7,g,0.006371
11,4,0,11,4,7,g,0.005451
12,4,0,12,4,7,g,0.006740
13,4,0,13,4,7,g,0.013651
14,4,0,14,4,7,g,0.018025
0,4,0,0,4,8,g,0.727998
1,4,0,1,4,8,g,0.723928
2,4,0,2,4,8,g,0.734254
3,4,0,3,4,8,g,0.719377
4,4,0,4,4,8,g,0.725955
5,4,0,5,4,8,g,0.713248
6,4,0,6,4,8,g,0.721266
7,4,0,7,4,8,g,0.109749
8,4,0,8,4,8,g,0.010671
9,4,0,9,4,8,g,0.009999
10,4,0,10,4,8,g,0.010319
11,4,0,11,4,8,g,0.009310
12,4,0,12,4,8,g,0.011239
13,4,0,13,4,8,g,0.007410
14,4,0,14,4,8,g,0.020013
0,4,0,0,4,9,g,0.730934
1,4,0,1,4,9,g,0.725211
2,4,0,2,4,9,g,0.726585
3,4,0,3,4,9,g,0.723708
4,4,0,4,4,9,g,0.721571
5,4,0,5,4,9,g,0.711621
6,4,0,6,4,9,g,0.720320
7,4,0,7,4,9,g,0.159167
8,4,0,8,4,9,g,0.009010
9,4,0,9,4,9,g,0.006447
10,4,0,10,4,9,g,0.005127
11,4,0,11,4,9,g,0.012352
12,4,0,12,4,9,g,0.013181
13,4,0,13,4,9,g,0.007255
14,4,0,14,4,9,g,0.006138
0,4,0,0,4,10,g,0.617066
1,4,0,1,4,10,g,0.578943
2,4,0,2,4,10,g,0.577483
3,4,0,3,4,10,g,0.588543
4,4,0,4,4,10,g,0.565860
5,4,0,5,4,10,g,0.564500
6,4,0,6,4,10,g,0.632824
7,4,0,7,4,10,g,0.068498
8,4,0,8,4,10,g,0.023152
9,4,0,9,4,10,g,0.009711
10,4,0,10,4,10,g,0.005654
11,4,0,11,4,10,g,0.006763
12,4,0,12,4,10,g,0.010146
13,4,0,13,4,10,g,0.010939
14,4,0,14,4,10,g,0.011777
0,4,0,0,4,11,g,0.569803
1,4,0,1,4,11,g,0.545644
2,4,0,2,4,11,g,0.546608
3,4,0,3,4,11,g,0.552435
4,4,0,4,4,11,g,0.537133
5,4,0,5,4,11,g,0.528532
6,4,0,6,4,11,g,0.581295
7,4,0,7,4,11,g,0.039108
8,4,0,8,4,11,g,0.009010
9,4,0,9,4,11,g,0.008845
10,4,0,10,4,11,g,0.007712
11,4,0,11,4,11,g,0.009057
12,4,0,12,4,11,g,0.018375
13,4,0,13,4,11,g,0.008168
14,4,0,14,4,11,g,0.012238
0,4,0,0,4,12,g,0.702359
1,4,0,1,4,12,g,0.728465
2,4,0,2,4,12,g,0.733740
3,4,0,3,4,12,g,0.727513
4,4,0,4,4,12,g,0.729522
5,4,0,5,4,12,g,0.731796
6,4,0,6,4,12,g,0.731920
7,4,0,7,4,12,g,0.092825
8,4,0,8,4,12,g,0.007600
9,4,0,9,4,12,g,0.010120
10,4,0,10,4,12,g,0.009587
11,4,0,11,4,12,g,0.006637
12,4,0,12,4,12,g,0.010945
13,4,0,13,4,12,g,0.010458
14,4,0,14,4,12,g,0.010868
0,4,0,0,4,13,g,0.768867
1,4,0,1,4,13,g,0.725487
2,4,0,2,4,13,g,0.727473
3,4,0,3,4,13,g,0.720058
4,4,0,4,4,13,g,0.727803
5,4,0,5,4,13,g,0.732161
6,4,0,6,4,13,g,0.714880
7,4,0,7,4,13,g,0.147319
8,4,0,8,4,13,g,0.010998
9,4,0,9,4,13,g,0.007712
10,4,0,10,4,13,g,0.006039
11,4,0,11,4,13,g,0.010957
12,4,0,12,4,13,g,0.010368
13,4,0,13,4,13,g,0.010836
14,4,0,14,4,13,g,0.009925
0,4,0,0,4,14,g,0.696604
1,4,0,1,4,14,g,0.636400
2,4,0,2,4,14,g,0.652528
3,4,0,3,4,14,g,0.649264
4,4,0,4,4,14,g,0.650786
5,4,0,5,4,14,g,0.660309
6,4,0,6,4,14,g,0.637830
7,4,0,7,4,14,g,0.044019
8,4,0,8,4,14,g,0.007934
9,4,0,9,4,14,g,0.006800
10,4,0,10,4,14,g,0.008605
11,4,0,11,4,14,g,0.011577
12,4,0,12,4,14,g,0.012238
13,4,0,13,4,14,g,0.007338
14,4,0,14,4,14,g,0.012366
0,4,0,0,4,15,g,0.703477
1,4,0,1,4,15,g,0.605832
2,4,0,2,4,15,g,0.680411
3,4,0,3,4,15,g,0.694583
4,4,0,4,4,15,g,0.674290
5,4,0,5,4,15,g,0.676697
6,4,0,6,4,15,g,0.678123
7,4,0,7,4,15,g,0.045391
8,4,0,8,4,15,g,0.010532
9,4,0,9,4,15,g,0.011508
10,4,0,10,4,15,g,0.009102
11,4,0,11,4,15,g,0.005104
12,4,0,12,4,15,g,0.009813
13,4,0,13,4,15,g,0.008639
14,4,0,14,4,15,g,0.011069
0,4,0,0,5,0,k,0.568145
1,4,0,1,5,0,k,0.543710
2,4,0,2,5,0,k,0.568351
3,4,0,3,5,0,k,0.551365
4,4,0,4,5,0,k,0.577423
5,4,0,5,5,0,k,0.557243
6,4,0,6,5,0,k,0.559808
7,4,0,7,5,0,k,0.004243
8,4,0,8,5,0,k,0.007131
9,4,0,9,5,0,k,0.005827
10,4,0,10,5,0,k,0.007919
11,4,0,11,5,0,k,0.007487
12,4,0,12,5,0,k,0.012248
13,4,0,13,5,0,k,0.005437
14,4,0,14,5,0,k,0.010487
0,4,0,0,5,0,k,0.596496
1,4,0,1,5,0,k,0.536418
2,4,0,2,5,0,k,0.551264
3,4,0,3,5,0,k,0.569932
4,4,0,4,5,0,k,0.565575
5,4,0,5,5,0,k,0.572716
6,4,0,6,5,0,k,0.563422
7,4,0,7,5,0,k,0.003469
8,4,0,8,5,0,k,0.008850
9,4,0,9,5,0,k,0.009127
