sg,sr,sg,dg,dr,dc,color,ratio
14,0,1,14,2,1,k,0.004117
0,0,1,0,2,1,k,0.506991
1,0,1,1,2,1,k,0.448575
2,0,1,2,2,1,k,0.002131
3,0,1,3,2,1,k,0.003243
4,0,1,4,2,1,k,0.002042
5,0,1,5,2,1,k,0.002413
6,0,1,6,2,1,k,0.001886
7,0,1,7,2,1,k,0.001990
8,0,1,8,2,1,k,0.000754
9,0,1,9,2,1,k,0.002261
10,0,1,10,2,1,k,0.005895
11,0,1,11,2,1,k,0.001947
12,0,1,12,2,1,k,0.000830
13,0,1,13,2,1,k,0.002662
14,0,1,14,2,1,k,0.003168
0,0,1,0,2,1,k,0.483929
1,0,1,1,2,1,k,0.444576
2,0,1,2,2,1,k,0.001852
3,0,1,3,2,1,k,0.003020
4,0,1,4,2,1,k,0.002309
5,0,1,5,2,1,k,0.002029
6,0,1,6,2,1,k,0.001370
7,0,1,7,2,1,k,0.002275
8,0,1,8,2,1,k,0.001008
9,0,1,9,2,1,k,0.001063
10,0,1,10,2,1,k,0.001989
11,0,1,11,2,1,k,0.002636
12,0,1,12,2,1,k,0.001985
13,0,1,13,2,1,k,0.002256
14,0,1,14,2,1,k,0.001403
0,0,1,0,3,1,k,0.526171
1,0,1,1,3,1,k,0.475770
2,0,1,2,3,1,k,0.002491
3,0,1,3,3,1,k,0.002804
4,0,1,4,3,1,k,0.003001
5,0,1,5,3,1,k,0.002904
6,0,1,6,3,1,k,0.002136
7,0,1,7,3,1,k,0.002249
8,0,1,8,3,1,k,0.002692
9,0,1,9,3,1,k,0.001079
10,0,1,10,3,1,k,0.003870
11,0,1,11,3,1,k,0.002599
12,0,1,12,3,1,k,0.001894
13,0,1,13,3,1,k,0.002170
14,0,1,14,3,1,k,0.001771
0,0,1,0,3,1,k,0.528600
1,0,1,1,3,1,k,0.452114
2,0,1,2,3,1,k,0.003322
3,0,1,3,3,1,k,0.002278
4,0,1,4,3,1,k,0.002067
5,0,1,5,3,1,k,0.001361
6,0,1,6,3,1,k,0.001922
7,0,1,7,3,1,k,0.001674
8,0,1,8,3,1,k,0.001422
9,0,1,9,3,1,k,0.000658
10,0,1,10,3,1,k,0.001754
11,0,1,11,3,1,k,0.001880
12,0,1,12,3,1,k,0.001272
13,0,1,13,3,1,k,0.001651
14,0,1,14,3,1,k,0.002472
0,0,1,0,3,1,k,0.524489
1,0,1,1,3,1,k,0.441385
2,0,1,2,3,1,k,0.003342
3,0,1,3,3,1,k,0.003219
4,0,1,4,3,1,k,0.001989
5,0,1,5,3,1,k,0.002812
6,0,1,6,3,1,k,0.002507
7,0,1,7,3,1,k,0.005724
8,0,1,8,3,1,k,0.001555
9,0,1,9,3,1,k,0.001628
10,0,1,10,3,1,k,0.003136
11,0,1,11,3,1,k,0.002019
12,0,1,12,3,1,k,0.001655
13,0,1,13,3,1,k,0.002789
14,0,1,14,3,1,k,0.002310
0,0,1,0,4,1,k,0.512104
1,0,1,1,4,1,k,0.429078
2,0,1,2,4,1,k,0.002178
3,0,1,3,4,1,k,0.003309
4,0,1,4,4,1,k,0.002070
5,0,1,5,4,1,k,0.001492
6,0,1,6,4,1,k,0.003330
7,0,1,7,4,1,k,0.003974
8,0,1,8,4,1,k,0.003064
9,0,1,9,4,1,k,0.001665
10,0,1,10,4,1,k,0.001362
11,0,1,11,4,1,k,0.003095
12,0,1,12,4,1,k,0.002353
13,0,1,13,4,1,k,0.002067
14,0,1,14,4,1,k,0.002630
0,0,1,0,4,1,k,0.523241
1,0,1,1,4,1,k,0.449057
2,0,1,2,4,1,k,0.001149
3,0,1,3,4,1,k,0.003830
4,0,1,4,4,1,k,0.001411
5,0,1,5,4,1,k,0.001063
6,0,1,6,4,1,k,0.004523
7,0,1,7,4,1,k,0.002608
8,0,1,8,4,1,k,0.000846
9,0,1,9,4,1,k,0.001064
10,0,1,10,4,1,k,0.002103
11,0,1,11,4,1,k,0.001212
12,0,1,12,4,1,k,0.001687
13,0,1,13,4,1,k,0.001751
14,0,1,14,4,1,k,0.001778
0,0,1,0,4,1,k,0.519866
1,0,1,1,4,1,k,0.412123
2,0,1,2,4,1,k,0.001432
3,0,1,3,4,1,k,0.003219
4,0,1,4,4,1,k,0.003732
5,0,1,5,4,1,k,0.002342
6,0,1,6,4,1,k,0.002277
7,0,1,7,4,1,k,0.003768
8,0,1,8,4,1,k,0.001898
9,0,1,9,4,1,k,0.001896
10,0,1,10,4,1,k,0.002742
11,0,1,11,4,1,k,0.001438
12,0,1,12,4,1,k,0.002219
13,0,1,13,4,1,k,0.003590
14,0,1,14,4,1,k,0.002908
0,0,1,0,5,1,k,0.542145
1,0,1,1,5,1,k,0.472652
2,0,1,2,5,1,k,0.000943
3,0,1,3,5,1,k,0.001552
4,0,1,4,5,1,k,0.001504
5,0,1,5,5,1,k,0.002627
6,0,1,6,5,1,k,0.004015
7,0,1,7,5,1,k,0.005683
8,0,1,8,5,1,k,0.000803
9,0,1,9,5,1,k,0.000632
10,0,1,10,5,1,k,0.003973
11,0,1,11,5,1,k,0.002717
12,0,1,12,5,1,k,0.002937
13,0,1,13,5,1,k,0.002360
14,0,1,14,5,1,k,0.001714
0,0,1,0,5,1,k,0.524829
1,0,1,1,5,1,k,0.469912
2,0,1,2,5,1,k,0.002494
3,0,1,3,5,1,k,0.001979
4,0,1,4,5,1,k,0.002317
5,0,1,5,5,1,k,0.001401
6,0,1,6,5,1,k,0.002279
7,0,1,7,5,1,k,0.002484
8,0,1,8,5,1,k,0.002508
9,0,1,9,5,1,k,0.000602
10,0,1,10,5,1,k,0.002093
11,0,1,11,5,1,k,0.001429
12,0,1,12,5,1,k,0.002279
13,0,1,13,5,1,k,0.002402
14,0,1,14,5,1,k,0.000678
0,0,1,0,5,1,k,0.564289
1,0,1,1,5,1,k,0.494187
2,0,1,2,5,1,k,0.002409
3,0,1,3,5,1,k,0.002508
4,0,1,4,5,1,k,0.002701
5,0,1,5,5,1,k,0.002102
6,0,1,6,5,1,k,0.001723
7,0,1,7,5,1,k,0.003986
8,0,1,8,5,1,k,0.001319
9,0,1,9,5,1,k,0.001742
10,0,1,10,5,1,k,0.001553
11,0,1,11,5,1,k,0.003728
12,0,1,12,5,1,k,0.001573
13,0,1,13,5,1,k,0.002404
14,0,1,14,5,1,k,0.003412
0,0,2,0,0,0,g,0.636277
1,0,2,1,0,0,g,0.532877
2,0,2,2,0,0,g,0.003359
3,0,2,3,0,0,g,0.004348
4,0,2,4,0,0,g,0.002802
5,0,2,5,0,0,g,0.004114
6,0,2,6,0,0,g,0.005495
7,0,2,7,0,0,g,0.009537
8,0,2,8,0,0,g,0.002750
9,0,2,9,0,0,g,0.001712
10,0,2,10,0,0,g,0.004504
11,0,2,11,0,0,g,0.005271
12,0,2,12,0,0,g,0.003071
13,0,2,13,0,0,g,0.003122
14,0,2,14,0,0,g,0.003776
0,0,2,0,0,1,g,0.709952
1,0,2,1,0,1,g,0.572921
2,0,2,2,0,1,g,0.003509
3,0,2,3,0,1,g,0.004231
4,0,2,4,0,1,g,0.003656
5,0,2,5,0,1,g,0.003297
6,0,2,6,0,1,g,0.003757
7,0,2,7,0,1,g,0.003595
8,0,2,8,0,1,g,0.004975
9,0,2,9,0,1,g,0.001374
10,0,2,10,0,1,g,0.002339
11,0,2,11,0,1,g,0.006392
12,0,2,12,0,1,g,0.003134
13,0,2,13,0,1,g,0.002976
14,0,2,14,0,1,g,0.005179
0,0,2,0,0,3,g,0.715311
1,0,2,1,0,3,g,0.572483
2,0,2,2,0,3,g,0.005264
3,0,2,3,0,3,g,0.003895
4,0,2,4,0,3,g,0.005542
5,0,2,5,0,3,g,0.003356
6,0,2,6,0,3,g,0.002700
7,0,2,7,0,3,g,0.004367
8,0,2,8,0,3,g,0.002208
9,0,2,9,0,3,g,0.001626
10,0,2,10,0,3,g,0.004113
11,0,2,11,0,3,g,0.003989
12,0,2,12,0,3,g,0.003657
13,0,2,13,0,3,g,0.002608
14,0,2,14,0,3,g,0.003242
0,0,2,0,0,4,g,0.665379
1,0,2,1,0,4,g,0.537460
2,0,2,2,0,4,g,0.001750
3,0,2,3,0,4,g,0.001225
4,0,2,4,0,4,g,0.001634
5,0,2,5,0,4,g,0.000879
6,0,2,6,0,4,g,0.001935
7,0,2,7,0,4,g,0.001924
8,0,2,8,0,4,g,0.001369
9,0,2,9,0,4,g,0.000528
10,0,2,10,0,4,g,0.001949
11,0,2,11,0,4,g,0.003303
12,0,2,12,0,4,g,0.002483
13,0,2,13,0,4,g,0.001450
14,0,2,14,0,4,g,0.000960
0,0,2,0,0,5,g,0.535983
1,0,2,1,0,5,g,0.485306
2,0,2,2,0,5,g,0.001011
3,0,2,3,0,5,g,0.002515
4,0,2,4,0,5,g,0.002016
5,0,2,5,0,5,g,0.000127
6,0,2,6,0,5,g,0.002096
7,0,2,7,0,5,g,0.001113
8,0,2,8,0,5,g,0.007084
9,0,2,9,0,5,g,0.001289
10,0,2,10,0,5,g,0.001041
11,0,2,11,0,5,g,0.002261
12,0,2,12,0,5,g,0.001415
13,0,2,13,0,5,g,0.000856
14,0,2,14,0,5,g,0.002400
0,0,2,0,0,6,g,0.701771
1,0,2,1,0,6,g,0.564186
2,0,2,2,0,6,g,0.001463
3,0,2,3,0,6,g,0.001744
4,0,2,4,0,6,g,0.002286
5,0,2,5,0,6,g,0.001511
6,0,2,6,0,6,g,0.002634
7,0,2,7,0,6,g,0.003836
8,0,2,8,0,6,g,0.002040
9,0,2,9,0,6,g,0.001607
10,0,2,10,0,6,g,0.001009
11,0,2,11,0,6,g,0.001393
12,0,2,12,0,6,g,0.001101
13,0,2,13,0,6,g,0.001474
14,0,2,14,0,6,g,0.004422
0,0,2,0,0,7,g,0.694536
1,0,2,1,0,7,g,0.558441
2,0,2,2,0,7,g,0.002148
3,0,2,3,0,7,g,0.002108
4,0,2,4,0,7,g,0.002088
5,0,2,5,0,7,g,0.000953
6,0,2,6,0,7,g,0.001261
7,0,2,7,0,7,g,0.000957
8,0,2,8,0,7,g,0.001746
9,0,2,9,0,7,g,0.001151
10,0,2,10,0,7,g,0.000551
11,0,2,11,0,7,g,0.001322
12,0,2,12,0,7,g,0.002317
13,0,2,13,0,7,g,0.001590
14,0,2,14,0,7,g,0.001635
0,0,2,0,0,8,g,0.691244
1,0,2,1,0,8,g,0.554613
2,0,2,2,0,8,g,0.000888
3,0,2,3,0,8,g,0.002350
4,0,2,4,0,8,g,0.002112
5,0,2,5,0,8,g,0.001179
6,0,2,6,0,8,g,0.001474
7,0,2,7,0,8,g,0.002835
8,0,2,8,0,8,g,0.002516
9,0,2,9,0,8,g,0.001796
10,0,2,10,0,8,g,0.001131
11,0,2,11,0,8,g,0.003543
12,0,2,12,0,8,g,0.001887
13,0,2,13,0,8,g,0.000638
14,0,2,14,0,8,g,0.000843
0,0,2,0,0,9,g,0.695585
1,0,2,1,0,9,g,0.555429
2,0,2,2,0,9,g,0.001885
3,0,2,3,0,9,g,0.001967
4,0,2,4,0,9,g,0.002140
5,0,2,5,0,9,g,0.001082
6,0,2,6,0,9,g,0.002844
7,0,2,7,0,9,g,0.003719
8,0,2,8,0,9,g,0.001946
9,0,2,9,0,9,g,0.001374
10,0,2,10,0,9,g,0.002574
11,0,2,11,0,9,g,0.002029
12,0,2,12,0,9,g,0.003711
13,0,2,13,0,9,g,0.001482
14,0,2,14,0,9,g,0.002381
0,0,2,0,0,10,g,0.693197
1,0,2,1,0,10,g,0.549594
2,0,2,2,0,10,g,0.001399
3,0,2,3,0,10,g,0.002213
4,0,2,4,0,10,g,0.001697
5,0,2,5,0,10,g,0.001878
6,0,2,6,0,10,g,0.001426
7,0,2,7,0,10,g,0.006189
8,0,2,8,0,10,g,0.001541
9,0,2,9,0,10,g,0.001202
10,0,2,10,0,10,g,0.002278
11,0,2,11,0,10,g,0.001620
12,0,2,12,0,10,g,0.002543
13,0,2,13,0,10,g,0.001863
14,0,2,14,0,10,g,0.001650
0,0,2,0,0,11,g,0.695815
1,0,2,1,0,11,g,0.540846
2,0,2,2,0,11,g,0.003185
3,0,2,3,0,11,g,0.001485
4,0,2,4,0,11,g,0.003122
5,0,2,5,0,11,g,0.002033
6,0,2,6,0,11,g,0.001761
7,0,2,7,0,11,g,0.002017
8,0,2,8,0,11,g,0.000640
9,0,2,9,0,11,g,0.001098
10,0,2,10,0,11,g,0.000807
11,0,2,11,0,11,g,0.001906
12,0,2,12,0,11,g,0.002388
13,0,2,13,0,11,g,0.002440
14,0,2,14,0,11,g,0.002675
0,0,2,0,0,12,g,0.693433
1,0,2,1,0,12,g,0.539257
2,0,2,2,0,12,g,0.001290
3,0,2,3,0,12,g,0.003440
4,0,2,4,0,12,g,0.000750
5,0,2,5,0,12,g,0.001126
6,0,2,6,0,12,g,0.002365
7,0,2,7,0,12,g,0.004064
8,0,2,8,0,12,g,0.001497
9,0,2,9,0,12,g,0.000933
10,0,2,10,0,12,g,0.001360
11,0,2,11,0,12,g,0.002716
12,0,2,12,0,12,g,0.001940
13,0,2,13,0,12,g,0.000483
14,0,2,14,0,12,g,0.000882
0,0,2,0,0,13,g,0.694016
1,0,2,1,0,13,g,0.538534
2,0,2,2,0,13,g,0.001597
3,0,2,3,0,13,g,0.000881
4,0,2,4,0,13,g,0.001585
5,0,2,5,0,13,g,0.000766
6,0,2,6,0,13,g,0.001981
7,0,2,7,0,13,g,0.002030
8,0,2,8,0,13,g,0.001959
9,0,2,9,0,13,g,0.000309
10,0,2,10,0,13,g,0.005619
11,0,2,11,0,13,g,0.002149
12,0,2,12,0,13,g,0.003284
13,0,2,13,0,13,g,0.001071
14,0,2,14,0,13,g,0.001910
0,0,2,0,0,14,g,0.696971
1,0,2,1,0,14,g,0.541770
2,0,2,2,0,14,g,0.001204
3,0,2,3,0,14,g,0.001522
4,0,2,4,0,14,g,0.001989
5,0,2,5,0,14,g,0.001081
6,0,2,6,0,14,g,0.004435
7,0,2,7,0,14,g,0.002768
8,0,2,8,0,14,g,0.000555
9,0,2,9,0,14,g,0.000647
10,0,2,10,0,14,g,0.000995
11,0,2,11,0,14,g,0.002503
12,0,2,12,0,14,g,0.002135
13,0,2,13,0,14,g,0.001368
14,0,2,14,0,14,g,0.002850
0,0,2,0,0,15,g,0.591385
1,0,2,1,0,15,g,0.533311
2,0,2,2,0,15,g,0.000824
3,0,2,3,0,15,g,0.001580
4,0,2,4,0,15,g,0.001253
5,0,2,5,0,15,g,0.001062
6,0,2,6,0,15,g,0.001114
7,0,2,7,0,15,g,0.001946
8,0,2,8,0,15,g,0.001857
9,0,2,9,0,15,g,0.000760
10,0,2,10,0,15,g,0.001262
11,0,2,11,0,15,g,0.003230
12,0,2,12,0,15,g,0.001599
13,0,2,13,0,15,g,0.002440
14,0,2,14,0,15,g,0.001226
0,0,2,0,1,2,k,0.474934
1,0,2,1,1,2,k,0.405260
2,0,2,2,1,2,k,0.000762
3,0,2,3,1,2,k,0.002576
4,0,2,4,1,2,k,0.001838
5,0,2,5,1,2,k,0.001788
6,0,2,6,1,2,k,0.000868
7,0,2,7,1,2,k,0.003361
8,0,2,8,1,2,k,0.001709
9,0,2,9,1,2,k,0.001685
10,0,2,10,1,2,k,0.001244
11,0,2,11,1,2,k,0.001842
12,0,2,12,1,2,k,0.001878
13,0,2,13,1,2,k,0.002078
14,0,2,14,1,2,k,0.002034
0,0,2,0,1,2,k,0.461250
1,0,2,1,1,2,k,0.410665
2,0,2,2,1,2,k,0.001616
3,0,2,3,1,2,k,0.002282
4,0,2,4,1,2,k,0.002016
5,0,2,5,1,2,k,0.001490
6,0,2,6,1,2,k,0.001811
7,0,2,7,1,2,k,0.002531
8,0,2,8,1,2,k,0.001815
9,0,2,9,1,2,k,0.001847
10,0,2,10,1,2,k,0.000775
11,0,2,11,1,2,k,0.002197
12,0,2,12,1,2,k,0.001949
13,0,2,13,1,2,k,0.001092
14,0,2,14,1,2,k,0.001610
0,0,2,0,1,2,k,0.474117
1,0,2,1,1,2,k,0.398317
2,0,2,2,1,2,k,0.001244
3,0,2,3,1,2,k,0.002885
4,0,2,4,1,2,k,0.002333
5,0,2,5,1,2,k,0.001393
6,0,2,6,1,2,k,0.001841
7,0,2,7,1,2,k,0.002620
8,0,2,8,1,2,k,0.001105
9,0,2,9,1,2,k,0.000851
10,0,2,10,1,2,k,0.000746
11,0,2,11,1,2,k,0.003741
12,0,2,12,1,2,k,0.001767
13,0,2,13,1,2,k,0.001604
14,0,2,14,1,2,k,0.001521
0,0,2,0,2,2,k,0.461328
1,0,2,1,2,2,k,0.392448
2,0,2,2,2,2,k,0.002332
3,0,2,3,2,2,k,0.001755
4,0,2,4,2,2,k,0.002690
5,0,2,5,2,2,k,0.001213
6,0,2,6,2,2,k,0.001638
7,0,2,7,2,2,k,0.005486
8,0,2,8,2,2,k,0.000985
9,0,2,9,2,2,k,0.001312
10,0,2,10,2,2,k,0.000971
11,0,2,11,2,2,k,0.001867
12,0,2,12,2,2,k,0.002791
13,0,2,13,2,2,k,0.002101
14,0,2,14,2,2,k,0.002518
0,0,2,0,2,2,k,0.453130
1,0,2,1,2,2,k,0.398335
2,0,2,2,2,2,k,0.000767
3,0,2,3,2,2,k,0.001230
4,0,2,4,2,2,k,0.001965
5,0,2,5,2,2,k,0.000802
6,0,2,6,2,2,k,0.002097
7,0,2,7,2,2,k,0.001771
8,0,2,8,2,2,k,0.000831
9,0,2,9,2,2,k,0.000592
10,0,2,10,2,2,k,0.000676
11,0,2,11,2,2,k,0.002366
12,0,2,12,2,2,k,0.002157
13,0,2,13,2,2,k,0.001339
14,0,2,14,2,2,k,0.002876
0,0,2,0,2,2,k,0.474435
1,0,2,1,2,2,k,0.409737
2,0,2,2,2,2,k,0.001535
3,0,2,3,2,2,k,0.001633
4,0,2,4,2,2,k,0.001866
5,0,2,5,2,2,k,0.001019
6,0,2,6,2,2,k,0.001576
7,0,2,7,2,2,k,0.004370
8,0,2,8,2,2,k,0.003465
9,0,2,9,2,2,k,0.004522
10,0,2,10,2,2,k,0.001107
11,0,2,11,2,2,k,0.003803
12,0,2,12,2,2,k,0.001565
13,0,2,13,2,2,k,0.001387
14,0,2,14,2,2,k,0.001921
0,0,2,0,3,2,k,0.488110
1,0,2,1,3,2,k,0.420973
2,0,2,2,3,2,k,0.001792
3,0,2,3,3,2,k,0.002032
4,0,2,4,3,2,k,0.001660
5,0,2,5,3,2,k,0.001769
6,0,2,6,3,2,k,0.001293
7,0,2,7,3,2,k,0.002401
8,0,2,8,3,2,k,0.004019
9,0,2,9,3,2,k,0.022307
10,0,2,10,3,2,k,0.000951
11,0,2,11,3,2,k,0.001523
12,0,2,12,3,2,k,0.002993
13,0,2,13,3,2,k,0.002167
14,0,2,14,3,2,k,0.002572
0,0,2,0,3,2,k,0.469418
1,0,2,1,3,2,k,0.397281
2,0,2,2,3,2,k,0.002630
3,0,2,3,3,2,k,0.000761
4,0,2,4,3,2,k,0.001382
5,0,2,5,3,2,k,0.001322
6,0,2,6,3,2,k,0.002208
7,0,2,7,3,2,k,0.000271
8,0,2,8,3,2,k,0.003440
9,0,2,9,3,2,k,0.018886
10,0,2,10,3,2,k,0.001280
11,0,2,11,3,2,k,0.001412
12,0,2,12,3,2,k,0.001793
13,0,2,13,3,2,k,0.002012
14,0,2,14,3,2,k,0.001606
0,0,2,0,3,2,k,0.468878
1,0,2,1,3,2,k,0.409800
2,0,2,2,3,2,k,0.001547
3,0,2,3,3,2,k,0.002262
4,0,2,4,3,2,k,0.002939
5,0,2,5,3,2,k,0.002199
6,0,2,6,3,2,k,0.001819
7,0,2,7,3,2,k,0.003767
8,0,2,8,3,2,k,0.002978
9,0,2,9,3,2,k,0.001265
10,0,2,10,3,2,k,0.002960
11,0,2,11,3,2,k,0.002854
12,0,2,12,3,2,k,0.002464
13,0,2,13,3,2,k,0.001291
14,0,2,14,3,2,k,0.002740
0,0,2,0,4,2,k,0.472595
1,0,2,1,4,2,k,0.399590
2,0,2,2,4,2,k,0.002499
3,0,2,3,4,2,k,0.001999
4,0,2,4,4,2,k,0.003056
5,0,2,5,4,2,k,0.002251
6,0,2,6,4,2,k,0.002867
7,0,2,7,4,2,k,0.004993
8,0,2,8,4,2,k,0.000741
9,0,2,9,4,2,k,0.001338
10,0,2,10,4,2,k,0.001137
11,0,2,11,4,2,k,0.003135
12,0,2,12,4,2,k,0.001402
13,0,2,13,4,2,k,0.001251
14,0,2,14,4,2,k,0.002791
0,0,2,0,4,2,k,0.482881
1,0,2,1,4,2,k,0.380122
2,0,2,2,4,2,k,0.001372
3,0,2,3,4,2,k,0.002627
4,0,2,4,4,2,k,0.004647
5,0,2,5,4,2,k,0.001111
6,0,2,6,4,2,k,0.001612
7,0,2,7,4,2,k,0.012352
8,0,2,8,4,2,k,0.003172
9,0,2,9,4,2,k,0.000930
10,0,2,10,4,2,k,0.000479
11,0,2,11,4,2,k,0.001643
12,0,2,12,4,2,k,0.003453
13,0,2,13,4,2,k,0.000939
14,0,2,14,4,2,k,0.002125
0,0,2,0,4,2,k,0.479523
1,0,2,1,4,2,k,0.379107
2,0,2,2,4,2,k,0.001125
3,0,2,3,4,2,k,0.001962
4,0,2,4,4,2,k,0.002366
5,0,2,5,4,2,k,0.001343
6,0,2,6,4,2,k,0.001221
7,0,2,7,4,2,k,0.001480
8,0,2,8,4,2,k,0.001003
9,0,2,9,4,2,k,0.000662
10,0,2,10,4,2,k,0.002238
11,0,2,11,4,2,k,0.004623
12,0,2,12,4,2,k,0.002708
13,0,2,13,4,2,k,0.002080
14,0,2,14,4,2,k,0.002098
0,0,2,0,5,2,k,0.499461
1,0,2,1,5,2,k,0.462821
2,0,2,2,5,2,k,0.001426
3,0,2,3,5,2,k,0.003464
4,0,2,4,5,2,k,0.001615
5,0,2,5,5,2,k,0.001501
6,0,2,6,5,2,k,0.001976
7,0,2,7,5,2,k,0.003185
8,0,2,8,5,2,k,0.002255
9,0,2,9,5,2,k,0.001119
10,0,2,10,5,2,k,0.003111
11,0,2,11,5,2,k,0.003013
12,0,2,12,5,2,k,0.003720
13,0,2,13,5,2,k,0.001779
14,0,2,14,5,2,k,0.001207
0,0,2,0,5,2,k,0.458782
1,0,2,1,5,2,k,0.478648
2,0,2,2,5,2,k,0.002918
3,0,2,3,5,2,k,0.001671
4,0,2,4,5,2,k,0.002287
5,0,2,5,5,2,k,0.001535
6,0,2,6,5,2,k,0.002592
7,0,2,7,5,2,k,0.000294
8,0,2,8,5,2,k,0.000798
9,0,2,9,5,2,k,0.000598
10,0,2,10,5,2,k,0.001344
11,0,2,11,5,2,k,0.001523
12,0,2,12,5,2,k,0.001121
13,0,2,13,5,2,k,0.000714
14,0,2,14,5,2,k,0.001838
0,0,2,0,5,2,k,0.497954
1,0,2,1,5,2,k,0.450044
2,0,2,2,5,2,k,0.001479
3,0,2,3,5,2,k,0.002348
4,0,2,4,5,2,k,0.001675
5,0,2,5,5,2,k,0.001953
6,0,2,6,5,2,k,0.001450
7,0,2,7,5,2,k,0.011716
8,0,2,8,5,2,k,0.002026
9,0,2,9,5,2,k,0.001793
10,0,2,10,5,2,k,0.002233
11,0,2,11,5,2,k,0.001787
12,0,2,12,5,2,k,0.002735
13,0,2,13,5,2,k,0.000726
14,0,2,14,5,2,k,0.001018
0,0,3,0,0,0,g,0.594504
1,0,3,1,0,0,g,0.565051
2,0,3,2,0,0,g,0.002691
3,0,3,3,0,0,g,0.003979
4,0,3,4,0,0,g,0.002369
5,0,3,5,0,0,g,0.003392
6,0,3,6,0,0,g,0.003953
7,0,3,7,0,0,g,0.016007
8,0,3,8,0,0,g,0.002038
9,0,3,9,0,0,g,0.001969
10,0,3,10,0,0,g,0.004466
11,0,3,11,0,0,g,0.004938
12,0,3,12,0,0,g,0.003653
13,0,3,13,0,0,g,0.002557
14,0,3,14,0,0,g,0.002905
0,0,3,0,0,1,g,0.655322
1,0,3,1,0,1,g,0.542855
2,0,3,2,0,1,g,0.005985
3,0,3,3,0,1,g,0.003394
4,0,3,4,0,1,g,0.003585
5,0,3,5,0,1,g,0.004413
6,0,3,6,0,1,g,0.005561
7,0,3,7,0,1,g,0.005947
8,0,3,8,0,1,g,0.005752
9,0,3,9,0,1,g,0.000737
10,0,3,10,0,1,g,0.006322
11,0,3,11,0,1,g,0.003172
12,0,3,12,0,1,g,0.003271
13,0,3,13,0,1,g,0.003494
14,0,3,14,0,1,g,0.004010
0,0,3,0,0,2,g,0.719432
1,0,3,1,0,2,g,0.569313
2,0,3,2,0,2,g,0.004698
3,0,3,3,0,2,g,0.003378
4,0,3,4,0,2,g,0.003321
5,0,3,5,0,2,g,0.004041
6,0,3,6,0,2,g,0.004521
7,0,3,7,0,2,g,0.008621
8,0,3,8,0,2,g,0.002060
9,0,3,9,0,2,g,0.002790
10,0,3,10,0,2,g,0.004033
11,0,3,11,0,2,g,0.005313
12,0,3,12,0,2,g,0.003254
13,0,3,13,0,2,g,0.002958
14,0,3,14,0,2,g,0.003226
0,0,3,0,0,4,g,0.711989
1,0,3,1,0,4,g,0.572374
2,0,3,2,0,4,g,0.001344
3,0,3,3,0,4,g,0.003863
4,0,3,4,0,4,g,0.001207
5,0,3,5,0,4,g,0.001868
6,0,3,6,0,4,g,0.000981
7,0,3,7,0,4,g,0.004183
8,0,3,8,0,4,g,0.000893
9,0,3,9,0,4,g,0.000488
10,0,3,10,0,4,g,0.001307
11,0,3,11,0,4,g,0.000935
12,0,3,12,0,4,g,0.002553
13,0,3,13,0,4,g,0.001733
14,0,3,14,0,4,g,0.001360
0,0,3,0,0,5,g,0.663592
1,0,3,1,0,5,g,0.537818
2,0,3,2,0,5,g,0.001544
3,0,3,3,0,5,g,0.003143
4,0,3,4,0,5,g,0.001703
5,0,3,5,0,5,g,0.002662
6,0,3,6,0,5,g,0.000781
7,0,3,7,0,5,g,0.003664
8,0,3,8,0,5,g,0.000835
9,0,3,9,0,5,g,0.000455
10,0,3,10,0,5,g,0.001849
11,0,3,11,0,5,g,0.002528
12,0,3,12,0,5,g,0.001439
13,0,3,13,0,5,g,0.001758
14,0,3,14,0,5,g,0.001246
0,0,3,0,0,6,g,0.568186
1,0,3,1,0,6,g,0.513973
2,0,3,2,0,6,g,0.000556
3,0,3,3,0,6,g,0.003356
4,0,3,4,0,6,g,0.002437
5,0,3,5,0,6,g,0.001420
6,0,3,6,0,6,g,0.002518
7,0,3,7,0,6,g,0.001754
8,0,3,8,0,6,g,0.001668
9,0,3,9,0,6,g,0.000698
10,0,3,10,0,6,g,0.013491
11,0,3,11,0,6,g,0.001441
12,0,3,12,0,6,g,0.001273
13,0,3,13,0,6,g,0.001537
14,0,3,14,0,6,g,0.002558
0,0,3,0,0,7,g,0.701189
1,0,3,1,0,7,g,0.560746
2,0,3,2,0,7,g,0.002454
3,0,3,3,0,7,g,0.002768
4,0,3,4,0,7,g,0.001115
5,0,3,5,0,7,g,0.002586
6,0,3,6,0,7,g,0.001156
7,0,3,7,0,7,g,0.001512
8,0,3,8,0,7,g,0.001044
9,0,3,9,0,7,g,0.000440
10,0,3,10,0,7,g,0.003662
11,0,3,11,0,7,g,0.003233
12,0,3,12,0,7,g,0.000733
13,0,3,13,0,7,g,0.003171
14,0,3,14,0,7,g,0.000463
0,0,3,0,0,8,g,0.691973
1,0,3,1,0,8,g,0.552986
2,0,3,2,0,8,g,0.001819
3,0,3,3,0,8,g,0.000957
4,0,3,4,0,8,g,0.001478
5,0,3,5,0,8,g,0.001860
6,0,3,6,0,8,g,0.002433
7,0,3,7,0,8,g,0.003463
8,0,3,8,0,8,g,0.002748
9,0,3,9,0,8,g,0.000298
10,0,3,10,0,8,g,0.000180
11,0,3,11,0,8,g,0.000453
12,0,3,12,0,8,g,0.001595
13,0,3,13,0,8,g,0.001636
