sg,sr,sg,dg,dr,dc,color,ratio
10,3,8,10,3,9,g,0.000000
11,3,8,11,3,9,g,0.000000
12,3,8,12,3,9,g,0.000000
13,3,8,13,3,9,g,0.000000
14,3,8,14,3,9,g,0.000000
0,3,8,0,3,10,g,0.666408
1,3,8,1,3,10,g,0.535997
2,3,8,2,3,10,g,0.000000
3,3,8,3,3,10,g,0.000000
4,3,8,4,3,10,g,0.000000
5,3,8,5,3,10,g,0.000000
6,3,8,6,3,10,g,0.000000
7,3,8,7,3,10,g,0.000000
8,3,8,8,3,10,g,0.000000
9,3,8,9,3,10,g,0.000000
10,3,8,10,3,10,g,0.000000
11,3,8,11,3,10,g,0.000000
12,3,8,12,3,10,g,0.000000
13,3,8,13,3,10,g,0.000000
14,3,8,14,3,10,g,0.000000
0,3,8,0,3,11,g,0.531927
1,3,8,1,3,11,g,0.525072
2,3,8,2,3,11,g,0.000000
3,3,8,3,3,11,g,0.000000
4,3,8,4,3,11,g,0.000000
5,3,8,5,3,11,g,0.000000
6,3,8,6,3,11,g,0.000000
7,3,8,7,3,11,g,0.000000
8,3,8,8,3,11,g,0.000000
9,3,8,9,3,11,g,0.000000
10,3,8,10,3,11,g,0.000000
11,3,8,11,3,11,g,0.000000
12,3,8,12,3,11,g,0.000000
13,3,8,13,3,11,g,0.000000
14,3,8,14,3,11,g,0.000000
0,3,8,0,3,12,g,0.698598
1,3,8,1,3,12,g,0.539026
2,3,8,2,3,12,g,0.000000
3,3,8,3,3,12,g,0.000000
4,3,8,4,3,12,g,0.000000
5,3,8,5,3,12,g,0.000000
6,3,8,6,3,12,g,0.000000
7,3,8,7,3,12,g,0.000000
8,3,8,8,3,12,g,0.000000
9,3,8,9,3,12,g,0.000000
10,3,8,10,3,12,g,0.000000
11,3,8,11,3,12,g,0.000000
12,3,8,12,3,12,g,0.000000
13,3,8,13,3,12,g,0.000000
14,3,8,14,3,12,g,0.000000
0,3,8,0,3,13,g,0.693724
1,3,8,1,3,13,g,0.542307
2,3,8,2,3,13,g,0.000000
3,3,8,3,3,13,g,0.000000
4,3,8,4,3,13,g,0.000000
5,3,8,5,3,13,g,0.000000
6,3,8,6,3,13,g,0.000000
7,3,8,7,3,13,g,0.000000
8,3,8,8,3,13,g,0.000000
9,3,8,9,3,13,g,0.000000
10,3,8,10,3,13,g,0.000000
11,3,8,11,3,13,g,0.000000
12,3,8,12,3,13,g,0.000000
13,3,8,13,3,13,g,0.000000
14,3,8,14,3,13,g,0.000000
0,3,8,0,3,14,g,0.692408
1,3,8,1,3,14,g,0.538909
2,3,8,2,3,14,g,0.000000
3,3,8,3,3,14,g,0.000000
4,3,8,4,3,14,g,0.000000
5,3,8,5,3,14,g,0.000000
6,3,8,6,3,14,g,0.000000
7,3,8,7,3,14,g,0.000000
8,3,8,8,3,14,g,0.000000
9,3,8,9,3,14,g,0.000000
10,3,8,10,3,14,g,0.000000
11,3,8,11,3,14,g,0.000000
12,3,8,12,3,14,g,0.000000
13,3,8,13,3,14,g,0.000000
14,3,8,14,3,14,g,0.000000
0,3,8,0,3,15,g,0.694531
1,3,8,1,3,15,g,0.535274
2,3,8,2,3,15,g,0.000000
3,3,8,3,3,15,g,0.000000
4,3,8,4,3,15,g,0.000000
5,3,8,5,3,15,g,0.000000
6,3,8,6,3,15,g,0.000000
7,3,8,7,3,15,g,0.000000
8,3,8,8,3,15,g,0.000000
9,3,8,9,3,15,g,0.000000
10,3,8,10,3,15,g,0.000000
11,3,8,11,3,15,g,0.000000
12,3,8,12,3,15,g,0.000000
13,3,8,13,3,15,g,0.000000
14,3,8,14,3,15,g,0.000000
0,3,8,0,4,8,k,0.457863
1,3,8,1,4,8,k,0.388658
2,3,8,2,4,8,k,0.000481
3,3,8,3,4,8,k,0.000000
4,3,8,4,4,8,k,0.000267
5,3,8,5,4,8,k,0.000087
6,3,8,6,4,8,k,0.000805
7,3,8,7,4,8,k,0.000000
8,3,8,8,4,8,k,0.000250
9,3,8,9,4,8,k,0.000119
10,3,8,10,4,8,k,0.000229
11,3,8,11,4,8,k,0.000000
12,3,8,12,4,8,k,0.000630
13,3,8,13,4,8,k,0.000000
14,3,8,14,4,8,k,0.000538
0,3,8,0,4,8,k,0.455153
1,3,8,1,4,8,k,0.381156
2,3,8,2,4,8,k,0.000323
3,3,8,3,4,8,k,0.000000
4,3,8,4,4,8,k,0.000000
5,3,8,5,4,8,k,0.000487
6,3,8,6,4,8,k,0.000325
7,3,8,7,4,8,k,0.000410
8,3,8,8,4,8,k,0.000375
9,3,8,9,4,8,k,0.000414
10,3,8,10,4,8,k,0.001138
11,3,8,11,4,8,k,0.000219
12,3,8,12,4,8,k,0.000222
13,3,8,13,4,8,k,0.000648
14,3,8,14,4,8,k,0.000122
0,3,8,0,4,8,k,0.477596
1,3,8,1,4,8,k,0.381080
2,3,8,2,4,8,k,0.000111
3,3,8,3,4,8,k,0.000000
4,3,8,4,4,8,k,0.000000
5,3,8,5,4,8,k,0.000487
6,3,8,6,4,8,k,0.000216
7,3,8,7,4,8,k,0.000342
8,3,8,8,4,8,k,0.001030
9,3,8,9,4,8,k,0.000344
10,3,8,10,4,8,k,0.001411
11,3,8,11,4,8,k,0.000431
12,3,8,12,4,8,k,0.000483
13,3,8,13,4,8,k,0.000000
14,3,8,14,4,8,k,0.000740
0,3,8,0,5,8,k,0.483957
1,3,8,1,5,8,k,0.440566
2,3,8,2,5,8,k,0.000318
3,3,8,3,5,8,k,0.000217
4,3,8,4,5,8,k,0.000642
5,3,8,5,5,8,k,0.000325
6,3,8,6,5,8,k,0.000492
7,3,8,7,5,8,k,0.000213
8,3,8,8,5,8,k,0.001573
9,3,8,9,5,8,k,0.000052
10,3,8,10,5,8,k,0.000372
11,3,8,11,5,8,k,0.000380
12,3,8,12,5,8,k,0.000466
13,3,8,13,5,8,k,0.000594
14,3,8,14,5,8,k,0.000271
0,3,8,0,5,8,k,0.465169
1,3,8,1,5,8,k,0.448398
2,3,8,2,5,8,k,0.000000
3,3,8,3,5,8,k,0.000888
4,3,8,4,5,8,k,0.000663
5,3,8,5,5,8,k,0.000219
6,3,8,6,5,8,k,0.000226
7,3,8,7,5,8,k,0.001098
8,3,8,8,5,8,k,0.000332
9,3,8,9,5,8,k,0.000272
10,3,8,10,5,8,k,0.000000
11,3,8,11,5,8,k,0.000515
12,3,8,12,5,8,k,0.000386
13,3,8,13,5,8,k,0.000000
14,3,8,14,5,8,k,0.000150
0,3,8,0,5,8,k,0.448611
1,3,8,1,5,8,k,0.423282
2,3,8,2,5,8,k,0.001405
3,3,8,3,5,8,k,0.000533
4,3,8,4,5,8,k,0.000171
5,3,8,5,5,8,k,0.000006
6,3,8,6,5,8,k,0.000000
7,3,8,7,5,8,k,0.001132
8,3,8,8,5,8,k,0.000661
9,3,8,9,5,8,k,0.000235
10,3,8,10,5,8,k,0.000000
11,3,8,11,5,8,k,0.000628
12,3,8,12,5,8,k,0.000414
13,3,8,13,5,8,k,0.000237
14,3,8,14,5,8,k,0.000230
0,3,9,0,0,9,k,0.449652
1,3,9,1,0,9,k,0.423251
2,3,9,2,0,9,k,0.000363
3,3,9,3,0,9,k,0.000234
4,3,9,4,0,9,k,0.000263
5,3,9,5,0,9,k,0.000598
6,3,9,6,0,9,k,0.000000
7,3,9,7,0,9,k,0.000303
8,3,9,8,0,9,k,0.000970
9,3,9,9,0,9,k,0.000225
10,3,9,10,0,9,k,0.000000
11,3,9,11,0,9,k,0.000728
12,3,9,12,0,9,k,0.000183
13,3,9,13,0,9,k,0.000360
14,3,9,14,0,9,k,0.000095
0,3,9,0,0,9,k,0.457740
1,3,9,1,0,9,k,0.403079
2,3,9,2,0,9,k,0.001049
3,3,9,3,0,9,k,0.000634
4,3,9,4,0,9,k,0.000694
5,3,9,5,0,9,k,0.000054
6,3,9,6,0,9,k,0.000766
7,3,9,7,0,9,k,0.000301
8,3,9,8,0,9,k,0.000133
9,3,9,9,0,9,k,0.000000
10,3,9,10,0,9,k,0.000118
11,3,9,11,0,9,k,0.000258
12,3,9,12,0,9,k,0.000125
13,3,9,13,0,9,k,0.000357
14,3,9,14,0,9,k,0.000082
0,3,9,0,0,9,k,0.475166
1,3,9,1,0,9,k,0.405255
2,3,9,2,0,9,k,0.000317
3,3,9,3,0,9,k,0.000271
4,3,9,4,0,9,k,0.000595
5,3,9,5,0,9,k,0.000272
6,3,9,6,0,9,k,0.000305
7,3,9,7,0,9,k,0.000353
8,3,9,8,0,9,k,0.000158
9,3,9,9,0,9,k,0.000329
10,3,9,10,0,9,k,0.000303
11,3,9,11,0,9,k,0.000674
12,3,9,12,0,9,k,0.000241
13,3,9,13,0,9,k,0.000516
14,3,9,14,0,9,k,0.000253
0,3,9,0,1,9,k,0.474721
1,3,9,1,1,9,k,0.428887
2,3,9,2,1,9,k,0.000149
3,3,9,3,1,9,k,0.001250
4,3,9,4,1,9,k,0.000682
5,3,9,5,1,9,k,0.000360
6,3,9,6,1,9,k,0.000337
7,3,9,7,1,9,k,0.000000
8,3,9,8,1,9,k,0.000107
9,3,9,9,1,9,k,0.000001
10,3,9,10,1,9,k,0.000697
11,3,9,11,1,9,k,0.000753
12,3,9,12,1,9,k,0.000596
13,3,9,13,1,9,k,0.000927
14,3,9,14,1,9,k,0.000205
0,3,9,0,1,9,k,0.486216
1,3,9,1,1,9,k,0.416803
2,3,9,2,1,9,k,0.000181
3,3,9,3,1,9,k,0.000152
4,3,9,4,1,9,k,0.001207
5,3,9,5,1,9,k,0.000202
6,3,9,6,1,9,k,0.000478
7,3,9,7,1,9,k,0.000000
8,3,9,8,1,9,k,0.000855
9,3,9,9,1,9,k,0.000287
10,3,9,10,1,9,k,0.000837
11,3,9,11,1,9,k,0.000207
12,3,9,12,1,9,k,0.000482
13,3,9,13,1,9,k,0.000086
14,3,9,14,1,9,k,0.000505
0,3,9,0,1,9,k,0.455954
1,3,9,1,1,9,k,0.409333
2,3,9,2,1,9,k,0.000253
3,3,9,3,1,9,k,0.000173
4,3,9,4,1,9,k,0.000095
5,3,9,5,1,9,k,0.000450
6,3,9,6,1,9,k,0.000111
7,3,9,7,1,9,k,0.000133
8,3,9,8,1,9,k,0.000522
9,3,9,9,1,9,k,0.000221
10,3,9,10,1,9,k,0.000721
11,3,9,11,1,9,k,0.000337
12,3,9,12,1,9,k,0.000111
13,3,9,13,1,9,k,0.000608
14,3,9,14,1,9,k,0.000491
0,3,9,0,2,9,k,0.488994
1,3,9,1,2,9,k,0.394998
2,3,9,2,2,9,k,0.000256
3,3,9,3,2,9,k,0.001309
4,3,9,4,2,9,k,0.000795
5,3,9,5,2,9,k,0.000059
6,3,9,6,2,9,k,0.000308
7,3,9,7,2,9,k,0.001634
8,3,9,8,2,9,k,0.000000
9,3,9,9,2,9,k,0.000069
10,3,9,10,2,9,k,0.000675
11,3,9,11,2,9,k,0.000000
12,3,9,12,2,9,k,0.000378
13,3,9,13,2,9,k,0.000361
14,3,9,14,2,9,k,0.000480
0,3,9,0,2,9,k,0.466263
1,3,9,1,2,9,k,0.411558
2,3,9,2,2,9,k,0.000166
3,3,9,3,2,9,k,0.000551
4,3,9,4,2,9,k,0.000465
5,3,9,5,2,9,k,0.000557
6,3,9,6,2,9,k,0.000721
7,3,9,7,2,9,k,0.000569
8,3,9,8,2,9,k,0.000035
9,3,9,9,2,9,k,0.000056
10,3,9,10,2,9,k,0.000329
11,3,9,11,2,9,k,0.000000
12,3,9,12,2,9,k,0.000365
13,3,9,13,2,9,k,0.000000
14,3,9,14,2,9,k,0.000924
0,3,9,0,2,9,k,0.465817
1,3,9,1,2,9,k,0.406553
2,3,9,2,2,9,k,0.000056
3,3,9,3,2,9,k,0.000000
4,3,9,4,2,9,k,0.000897
5,3,9,5,2,9,k,0.000127
6,3,9,6,2,9,k,0.000275
7,3,9,7,2,9,k,0.000131
8,3,9,8,2,9,k,0.000051
9,3,9,9,2,9,k,0.000044
10,3,9,10,2,9,k,0.000108
11,3,9,11,2,9,k,0.000370
12,3,9,12,2,9,k,0.000135
13,3,9,13,2,9,k,0.001337
14,3,9,14,2,9,k,0.000000
0,3,9,0,3,0,g,0.697916
1,3,9,1,3,0,g,0.550134
2,3,9,2,3,0,g,0.001019
3,3,9,3,3,0,g,0.002827
4,3,9,4,3,0,g,0.001638
5,3,9,5,3,0,g,0.001348
6,3,9,6,3,0,g,0.000901
7,3,9,7,3,0,g,0.002364
8,3,9,8,3,0,g,0.000863
9,3,9,9,3,0,g,0.000381
10,3,9,10,3,0,g,0.002398
11,3,9,11,3,0,g,0.002906
12,3,9,12,3,0,g,0.001894
13,3,9,13,3,0,g,0.002175
14,3,9,14,3,0,g,0.002255
0,3,9,0,3,1,g,0.700246
1,3,9,1,3,1,g,0.559257
2,3,9,2,3,1,g,0.002545
3,3,9,3,3,1,g,0.002038
4,3,9,4,3,1,g,0.001127
5,3,9,5,3,1,g,0.001552
6,3,9,6,3,1,g,0.002751
7,3,9,7,3,1,g,0.003857
8,3,9,8,3,1,g,0.025591
9,3,9,9,3,1,g,0.000896
10,3,9,10,3,1,g,0.002562
11,3,9,11,3,1,g,0.002145
12,3,9,12,3,1,g,0.002004
13,3,9,13,3,1,g,0.001336
14,3,9,14,3,1,g,0.001651
0,3,9,0,3,2,g,0.696930
1,3,9,1,3,2,g,0.557442
2,3,9,2,3,2,g,0.001471
3,3,9,3,3,2,g,0.002478
4,3,9,4,3,2,g,0.002104
5,3,9,5,3,2,g,0.001986
6,3,9,6,3,2,g,0.001782
7,3,9,7,3,2,g,0.001749
8,3,9,8,3,2,g,0.025769
9,3,9,9,3,2,g,0.000864
10,3,9,10,3,2,g,0.001250
11,3,9,11,3,2,g,0.002084
12,3,9,12,3,2,g,0.003011
13,3,9,13,3,2,g,0.000642
14,3,9,14,3,2,g,0.002266
0,3,9,0,3,3,g,0.695128
1,3,9,1,3,3,g,0.557131
2,3,9,2,3,3,g,0.003241
3,3,9,3,3,3,g,0.001882
4,3,9,4,3,3,g,0.001314
5,3,9,5,3,3,g,0.001676
6,3,9,6,3,3,g,0.002135
7,3,9,7,3,3,g,0.005024
8,3,9,8,3,3,g,0.001851
9,3,9,9,3,3,g,0.001440
10,3,9,10,3,3,g,0.011495
11,3,9,11,3,3,g,0.002068
12,3,9,12,3,3,g,0.001477
13,3,9,13,3,3,g,0.002302
14,3,9,14,3,3,g,0.001264
0,3,9,0,3,4,g,0.692574
1,3,9,1,3,4,g,0.555469
2,3,9,2,3,4,g,0.000000
3,3,9,3,3,4,g,0.000000
4,3,9,4,3,4,g,0.000000
5,3,9,5,3,4,g,0.000000
6,3,9,6,3,4,g,0.000000
7,3,9,7,3,4,g,0.000000
8,3,9,8,3,4,g,0.000000
9,3,9,9,3,4,g,0.000000
10,3,9,10,3,4,g,0.000000
11,3,9,11,3,4,g,0.000000
12,3,9,12,3,4,g,0.000000
13,3,9,13,3,4,g,0.000000
14,3,9,14,3,4,g,0.000000
0,3,9,0,3,5,g,0.703102
1,3,9,1,3,5,g,0.562618
2,3,9,2,3,5,g,0.000000
3,3,9,3,3,5,g,0.000000
4,3,9,4,3,5,g,0.000000
5,3,9,5,3,5,g,0.000000
6,3,9,6,3,5,g,0.000000
7,3,9,7,3,5,g,0.000000
8,3,9,8,3,5,g,0.000000
9,3,9,9,3,5,g,0.000000
10,3,9,10,3,5,g,0.000000
11,3,9,11,3,5,g,0.000000
12,3,9,12,3,5,g,0.000000
13,3,9,13,3,5,g,0.000000
14,3,9,14,3,5,g,0.000000
0,3,9,0,3,6,g,0.578626
1,3,9,1,3,6,g,0.516434
2,3,9,2,3,6,g,0.000000
3,3,9,3,3,6,g,0.000000
4,3,9,4,3,6,g,0.000000
5,3,9,5,3,6,g,0.000000
6,3,9,6,3,6,g,0.000000
7,3,9,7,3,6,g,0.000000
8,3,9,8,3,6,g,0.000000
9,3,9,9,3,6,g,0.000000
10,3,9,10,3,6,g,0.000000
11,3,9,11,3,6,g,0.000000
12,3,9,12,3,6,g,0.000000
13,3,9,13,3,6,g,0.000000
14,3,9,14,3,6,g,0.000000
0,3,9,0,3,7,g,0.660361
1,3,9,1,3,7,g,0.536648
2,3,9,2,3,7,g,0.000000
3,3,9,3,3,7,g,0.000000
4,3,9,4,3,7,g,0.000000
5,3,9,5,3,7,g,0.000000
6,3,9,6,3,7,g,0.000000
7,3,9,7,3,7,g,0.000000
8,3,9,8,3,7,g,0.000000
9,3,9,9,3,7,g,0.000000
10,3,9,10,3,7,g,0.000000
11,3,9,11,3,7,g,0.000000
12,3,9,12,3,7,g,0.000000
13,3,9,13,3,7,g,0.000000
14,3,9,14,3,7,g,0.000000
0,3,9,0,3,8,g,0.713353
1,3,9,1,3,8,g,0.573930
2,3,9,2,3,8,g,0.000000
3,3,9,3,3,8,g,0.000000
4,3,9,4,3,8,g,0.000000
5,3,9,5,3,8,g,0.000000
6,3,9,6,3,8,g,0.000000
7,3,9,7,3,8,g,0.000000
8,3,9,8,3,8,g,0.000000
9,3,9,9,3,8,g,0.000000
10,3,9,10,3,8,g,0.000000
11,3,9,11,3,8,g,0.000000
12,3,9,12,3,8,g,0.000000
13,3,9,13,3,8,g,0.000000
14,3,9,14,3,8,g,0.000000
0,3,9,0,3,10,g,0.717911
1,3,9,1,3,10,g,0.576243
2,3,9,2,3,10,g,0.000000
3,3,9,3,3,10,g,0.000000
4,3,9,4,3,10,g,0.000000
5,3,9,5,3,10,g,0.000000
6,3,9,6,3,10,g,0.000000
7,3,9,7,3,10,g,0.000000
8,3,9,8,3,10,g,0.000000
9,3,9,9,3,10,g,0.000000
10,3,9,10,3,10,g,0.000000
11,3,9,11,3,10,g,0.000000
12,3,9,12,3,10,g,0.000000
13,3,9,13,3,10,g,0.000000
14,3,9,14,3,10,g,0.000000
0,3,9,0,3,11,g,0.658869
1,3,9,1,3,11,g,0.521251
2,3,9,2,3,11,g,0.000000
3,3,9,3,3,11,g,0.000000
4,3,9,4,3,11,g,0.000000
5,3,9,5,3,11,g,0.000000
6,3,9,6,3,11,g,0.000000
7,3,9,7,3,11,g,0.000000
8,3,9,8,3,11,g,0.000000
9,3,9,9,3,11,g,0.000000
10,3,9,10,3,11,g,0.000000
11,3,9,11,3,11,g,0.000000
12,3,9,12,3,11,g,0.000000
13,3,9,13,3,11,g,0.000000
14,3,9,14,3,11,g,0.000000
0,3,9,0,3,12,g,0.573656
1,3,9,1,3,12,g,0.534044
2,3,9,2,3,12,g,0.000000
3,3,9,3,3,12,g,0.000000
4,3,9,4,3,12,g,0.000000
5,3,9,5,3,12,g,0.000000
6,3,9,6,3,12,g,0.000000
7,3,9,7,3,12,g,0.000000
8,3,9,8,3,12,g,0.000000
9,3,9,9,3,12,g,0.000000
10,3,9,10,3,12,g,0.000000
11,3,9,11,3,12,g,0.000000
12,3,9,12,3,12,g,0.000000
13,3,9,13,3,12,g,0.000000
14,3,9,14,3,12,g,0.000000
0,3,9,0,3,13,g,0.701870
1,3,9,1,3,13,g,0.543324
2,3,9,2,3,13,g,0.000000
3,3,9,3,3,13,g,0.000000
4,3,9,4,3,13,g,0.000000
5,3,9,5,3,13,g,0.000000
6,3,9,6,3,13,g,0.000000
7,3,9,7,3,13,g,0.000000
8,3,9,8,3,13,g,0.000000
9,3,9,9,3,13,g,0.000000
10,3,9,10,3,13,g,0.000000
11,3,9,11,3,13,g,0.000000
12,3,9,12,3,13,g,0.000000
13,3,9,13,3,13,g,0.000000
14,3,9,14,3,13,g,0.000000
0,3,9,0,3,14,g,0.691657
1,3,9,1,3,14,g,0.541212
2,3,9,2,3,14,g,0.000000
3,3,9,3,3,14,g,0.000000
4,3,9,4,3,14,g,0.000000
5,3,9,5,3,14,g,0.000000
6,3,9,6,3,14,g,0.000000
7,3,9,7,3,14,g,0.000000
8,3,9,8,3,14,g,0.000000
9,3,9,9,3,14,g,0.000000
10,3,9,10,3,14,g,0.000000
11,3,9,11,3,14,g,0.000000
12,3,9,12,3,14,g,0.000000
13,3,9,13,3,14,g,0.000000
14,3,9,14,3,14,g,0.000000
0,3,9,0,3,15,g,0.694483
1,3,9,1,3,15,g,0.533485
2,3,9,2,3,15,g,0.000000
3,3,9,3,3,15,g,0.000000
4,3,9,4,3,15,g,0.000000
5,3,9,5,3,15,g,0.000000
6,3,9,6,3,15,g,0.000000
7,3,9,7,3,15,g,0.000000
8,3,9,8,3,15,g,0.000000
9,3,9,9,3,15,g,0.000000
10,3,9,10,3,15,g,0.000000
11,3,9,11,3,15,g,0.000000
12,3,9,12,3,15,g,0.000000
13,3,9,13,3,15,g,0.000000
14,3,9,14,3,15,g,0.000000
0,3,9,0,4,9,k,0.468705
1,3,9,1,4,9,k,0.431450
2,3,9,2,4,9,k,0.000546
3,3,9,3,4,9,k,0.000339
4,3,9,4,4,9,k,0.000452
5,3,9,5,4,9,k,0.000099
6,3,9,6,4,9,k,0.000000
7,3,9,7,4,9,k,0.000255
8,3,9,8,4,9,k,0.000417
9,3,9,9,4,9,k,0.000050
10,3,9,10,4,9,k,0.000110
11,3,9,11,4,9,k,0.000701
12,3,9,12,4,9,k,0.000360
13,3,9,13,4,9,k,0.000146
14,3,9,14,4,9,k,0.000120
0,3,9,0,4,9,k,0.473956
1,3,9,1,4,9,k,0.410522
2,3,9,2,4,9,k,0.001707
3,3,9,3,4,9,k,0.000556
4,3,9,4,4,9,k,0.000518
5,3,9,5,4,9,k,0.000315
6,3,9,6,4,9,k,0.000698
7,3,9,7,4,9,k,0.000421
8,3,9,8,4,9,k,0.000498
9,3,9,9,4,9,k,0.000397
10,3,9,10,4,9,k,0.000739
11,3,9,11,4,9,k,0.001320
12,3,9,12,4,9,k,0.000002
13,3,9,13,4,9,k,0.000553
14,3,9,14,4,9,k,0.000367
0,3,9,0,4,9,k,0.469261
1,3,9,1,4,9,k,0.417352
2,3,9,2,4,9,k,0.000000
3,3,9,3,4,9,k,0.000977
4,3,9,4,4,9,k,0.001238
5,3,9,5,4,9,k,0.000286
6,3,9,6,4,9,k,0.000059
7,3,9,7,4,9,k,0.000000
8,3,9,8,4,9,k,0.000000
9,3,9,9,4,9,k,0.000414
10,3,9,10,4,9,k,0.000125
11,3,9,11,4,9,k,0.000532
12,3,9,12,4,9,k,0.000248
13,3,9,13,4,9,k,0.000614
14,3,9,14,4,9,k,0.000508
0,3,9,0,5,9,k,0.485882
1,3,9,1,5,9,k,0.445779
2,3,9,2,5,9,k,0.000221
3,3,9,3,5,9,k,0.000659
4,3,9,4,5,9,k,0.000582
5,3,9,5,5,9,k,0.001213
6,3,9,6,5,9,k,0.000214
7,3,9,7,5,9,k,0.000394
8,3,9,8,5,9,k,0.000328
9,3,9,9,5,9,k,0.000339
10,3,9,10,5,9,k,0.000784
11,3,9,11,5,9,k,0.000764
12,3,9,12,5,9,k,0.000969
13,3,9,13,5,9,k,0.001571
14,3,9,14,5,9,k,0.000438
0,3,9,0,5,9,k,0.475590
1,3,9,1,5,9,k,0.436360
2,3,9,2,5,9,k,0.000275
3,3,9,3,5,9,k,0.000000
4,3,9,4,5,9,k,0.000224
5,3,9,5,5,9,k,0.000303
6,3,9,6,5,9,k,0.000287
7,3,9,7,5,9,k,0.000511
8,3,9,8,5,9,k,0.000502
9,3,9,9,5,9,k,0.000445
10,3,9,10,5,9,k,0.001165
11,3,9,11,5,9,k,0.000570
12,3,9,12,5,9,k,0.000580
13,3,9,13,5,9,k,0.000998
14,3,9,14,5,9,k,0.000280
0,3,9,0,5,9,k,0.462202
1,3,9,1,5,9,k,0.451360
2,3,9,2,5,9,k,0.001078
3,3,9,3,5,9,k,0.000478
4,3,9,4,5,9,k,0.000422
5,3,9,5,5,9,k,0.000432
6,3,9,6,5,9,k,0.000266
7,3,9,7,5,9,k,0.001245
8,3,9,8,5,9,k,0.000140
9,3,9,9,5,9,k,0.000261
10,3,9,10,5,9,k,0.000121
11,3,9,11,5,9,k,0.000487
12,3,9,12,5,9,k,0.001098
13,3,9,13,5,9,k,0.000000
14,3,9,14,5,9,k,0.000000
0,3,10,0,0,10,k,0.474863
1,3,10,1,0,10,k,0.399442
2,3,10,2,0,10,k,0.000197
3,3,10,3,0,10,k,0.000851
4,3,10,4,0,10,k,0.000823
5,3,10,5,0,10,k,0.000000
6,3,10,6,0,10,k,0.000199
7,3,10,7,0,10,k,0.000894
8,3,10,8,0,10,k,0.000000
9,3,10,9,0,10,k,0.003374
10,3,10,10,0,10,k,0.000911
11,3,10,11,0,10,k,0.000723
12,3,10,12,0,10,k,0.000707
13,3,10,13,0,10,k,0.000422
14,3,10,14,0,10,k,0.000641
0,3,10,0,0,10,k,0.470172
1,3,10,1,0,10,k,0.405504
2,3,10,2,0,10,k,0.000436
3,3,10,3,0,10,k,0.000223
4,3,10,4,0,10,k,0.000432
5,3,10,5,0,10,k,0.000473
6,3,10,6,0,10,k,0.000248
7,3,10,7,0,10,k,0.000180
8,3,10,8,0,10,k,0.000559
9,3,10,9,0,10,k,0.000591
10,3,10,10,0,10,k,0.000095
11,3,10,11,0,10,k,0.000598
12,3,10,12,0,10,k,0.000200
13,3,10,13,0,10,k,0.000381
14,3,10,14,0,10,k,0.000304
0,3,10,0,0,10,k,0.467776
1,3,10,1,0,10,k,0.427217
2,3,10,2,0,10,k,0.000236
3,3,10,3,0,10,k,0.000641
4,3,10,4,0,10,k,0.000248
5,3,10,5,0,10,k,0.000549
6,3,10,6,0,10,k,0.000910
7,3,10,7,0,10,k,0.000952
8,3,10,8,0,10,k,0.000334
9,3,10,9,0,10,k,0.000043
10,3,10,10,0,10,k,0.000225
11,3,10,11,0,10,k,0.000634
12,3,10,12,0,10,k,0.000741
13,3,10,13,0,10,k,0.000615
14,3,10,14,0,10,k,0.000315
0,3,10,0,1,10,k,0.465904
1,3,10,1,1,10,k,0.399701
2,3,10,2,1,10,k,0.001146
3,3,10,3,1,10,k,0.000721
4,3,10,4,1,10,k,0.000308
5,3,10,5,1,10,k,0.000220
6,3,10,6,1,10,k,0.000515
7,3,10,7,1,10,k,0.000692
8,3,10,8,1,10,k,0.000000
9,3,10,9,1,10,k,0.000047
10,3,10,10,1,10,k,0.000524
11,3,10,11,1,10,k,0.000522
12,3,10,12,1,10,k,0.000994
13,3,10,13,1,10,k,0.000062
14,3,10,14,1,10,k,0.000000
0,3,10,0,1,10,k,0.483698
1,3,10,1,1,10,k,0.407741
2,3,10,2,1,10,k,0.000661
3,3,10,3,1,10,k,0.000144
4,3,10,4,1,10,k,0.000702
5,3,10,5,1,10,k,0.000190
6,3,10,6,1,10,k,0.000948
7,3,10,7,1,10,k,0.000613
8,3,10,8,1,10,k,0.000279
9,3,10,9,1,10,k,0.000063
10,3,10,10,1,10,k,0.000360
11,3,10,11,1,10,k,0.000164
12,3,10,12,1,10,k,0.000983
13,3,10,13,1,10,k,0.000078
14,3,10,14,1,10,k,0.000408
0,3,10,0,1,10,k,0.464791
1,3,10,1,1,10,k,0.388872
2,3,10,2,1,10,k,0.000000
3,3,10,3,1,10,k,0.000342
4,3,10,4,1,10,k,0.000215
5,3,10,5,1,10,k,0.000304
6,3,10,6,1,10,k,0.000389
7,3,10,7,1,10,k,0.000678
8,3,10,8,1,10,k,0.000253
9,3,10,9,1,10,k,0.000190
10,3,10,10,1,10,k,0.000092
11,3,10,11,1,10,k,0.000858
12,3,10,12,1,10,k,0.000418
13,3,10,13,1,10,k,0.000669
14,3,10,14,1,10,k,0.001304
0,3,10,0,2,10,k,0.483808
1,3,10,1,2,10,k,0.416126
2,3,10,2,2,10,k,0.000417
3,3,10,3,2,10,k,0.000227
4,3,10,4,2,10,k,0.000000
5,3,10,5,2,10,k,0.000312
6,3,10,6,2,10,k,0.000771
7,3,10,7,2,10,k,0.000617
8,3,10,8,2,10,k,0.000268
9,3,10,9,2,10,k,0.000055
