sg,sr,sc,dg,dr,dc,color,bytes,job0,job1,job2,job3,job4,job5,job6,job7
12,0,0,12,0,15,g,190.980166,64.040296,0.030236,2.203862,9.132657,111.610794,0.119103,2.084854,1.758364
13,0,0,13,0,15,g,148.613719,102.184025,0.063534,5.474761,20.037276,10.498370,0.320140,4.129438,5.906175
14,0,0,14,0,15,g,141.215979,104.211477,0.066175,2.085074,14.862123,13.026091,0.979418,3.519704,2.465916
15,0,0,15,0,15,g,94.033730,58.907938,0.016211,0.012588,10.010611,15.593352,8.245441,0.795116,0.452474
0,0,0,0,1,0,k,422.747238,69.972307,0.072790,2.180470,313.254493,24.038970,6.059430,3.148238,4.020540
1,0,0,1,1,0,k,1026.128339,950.370819,0.099278,0.047527,37.137879,33.755364,0.126969,2.070196,2.520306
2,0,0,2,1,0,k,554.287169,448.160674,1.963950,0.063942,44.160262,50.347315,0.223674,5.520417,3.846935
3,0,0,3,1,0,k,632.117648,322.660905,3.331361,0.144373,212.100290,75.269545,0.492020,10.794382,7.324772
4,0,0,4,1,0,k,1049.978630,189.424013,0.116402,0.091531,793.579915,52.647644,0.353582,8.598030,5.167513
5,0,0,5,1,0,k,619.151694,314.914868,0.156955,0.156711,77.683891,73.218487,0.624304,143.965810,8.430668
6,0,0,6,1,0,k,682.861402,287.759801,0.140320,0.129460,171.407260,64.123840,0.300418,153.741481,5.258822
7,0,0,7,1,0,k,996.326314,216.822310,0.120834,0.076541,720.794429,45.670655,0.176675,9.505218,3.159653
8,0,0,8,1,0,k,493.562754,224.339735,0.111923,2.418182,97.134497,46.676071,0.331332,12.183436,110.367578
9,0,0,9,1,0,k,482.097541,180.957356,0.094911,0.282473,45.519307,103.931702,0.295981,5.549247,145.466563
10,0,0,10,1,0,k,1016.286064,284.797876,0.143555,0.144700,56.472244,655.323137,0.478665,7.979913,10.945974
11,0,0,11,1,0,k,734.221458,277.986619,0.147151,4.305566,67.383679,362.936366,0.518641,8.388719,12.554717
12,0,0,12,1,0,k,523.379191,231.721665,0.122619,2.285047,61.668567,212.934947,0.393166,7.111621,7.141558
13,0,0,13,1,0,k,614.600132,375.575716,0.234550,5.247603,101.776950,77.325636,0.677924,11.767476,41.994276
14,0,0,14,1,0,k,625.019915,383.028864,0.215141,0.298714,100.864600,84.106493,8.331205,11.731513,36.443384
15,0,0,15,1,0,k,390.312125,219.023144,0.076713,0.124209,75.724285,58.334727,16.173656,5.327585,15.527807
0,0,0,0,2,0,k,473.518328,422.848920,0.041662,0.041703,23.788178,23.333388,0.083840,1.770737,1.609899
1,0,0,1,2,0,k,1082.839855,1004.017978,0.063010,0.049176,38.813307,35.010184,0.137116,2.099105,2.649978
2,0,0,2,2,0,k,552.734724,455.557025,0.375301,0.061837,43.554488,46.080815,0.221523,3.171796,3.711939
3,0,0,3,2,0,k,424.118200,214.386976,1.552147,0.135840,100.551085,78.711668,0.491100,21.361167,6.928218
4,0,0,4,2,0,k,1144.552145,190.320091,0.153875,0.102582,883.949069,50.534646,0.350686,14.356025,4.785169
5,0,0,5,2,0,k,562.472161,318.456383,0.141625,0.155625,86.649030,68.393268,0.605841,79.706894,8.363496
6,0,0,6,2,0,k,627.536976,286.836087,0.155767,0.131769,196.075077,60.773105,0.296283,78.029308,5.239579
7,0,0,7,2,0,k,679.295534,216.892972,0.131204,0.074847,243.015617,45.460427,0.332100,59.473252,113.915116
8,0,0,8,2,0,k,600.127060,224.489361,0.099095,0.065131,99.426919,48.300757,0.504336,196.807296,30.434166
9,0,0,9,2,0,k,1178.242969,183.288344,0.096184,0.072060,44.047293,922.749239,0.311801,5.445964,22.232083
10,0,0,10,2,0,k,792.475317,284.008807,0.129264,0.312051,55.091906,433.671551,0.482746,7.648492,11.130500
11,0,0,11,2,0,k,712.505899,276.335367,0.143803,0.131024,66.250074,324.668672,0.528784,8.096158,36.352017
12,0,0,12,2,0,k,419.156140,233.023438,0.132333,0.323749,63.566575,107.128777,0.397426,7.434821,7.149020
13,0,0,13,2,0,k,626.102638,376.706608,0.205317,1.191144,103.895873,99.555221,0.668564,12.354438,31.525472
14,0,0,14,2,0,k,633.355159,383.802005,0.203948,0.374119,110.958870,100.900494,4.053232,11.457670,21.604821
15,0,0,15,2,0,k,563.044312,347.039448,0.697230,0.186528,71.257984,71.423479,3.552530,42.844666,26.042448
0,0,0,0,3,0,k,160.533241,107.727701,0.320322,0.035064,25.006459,22.457745,0.095156,2.173674,2.717121
1,0,0,1,3,0,k,800.637791,701.520045,0.092759,0.052005,38.775693,35.232167,0.133884,22.062861,2.768376
2,0,0,2,3,0,k,847.843312,675.482671,0.109450,0.072199,115.991053,49.004452,0.223577,3.260576,3.699335
3,0,0,3,3,0,k,442.379727,214.572843,2.412854,0.133316,126.678426,77.467753,0.469203,13.419614,7.225717
4,0,0,4,3,0,k,452.840539,188.708321,1.330099,0.095049,168.032838,49.800376,0.357557,39.394525,5.121774
5,0,0,5,3,0,k,611.786350,317.533657,0.144292,0.152003,137.125641,69.736952,0.588739,78.225416,8.279650
6,0,0,6,3,0,k,710.736666,290.043406,0.137192,0.144239,273.974364,63.041514,0.298155,77.759087,5.338709
7,0,0,7,3,0,k,965.193190,217.280358,0.116130,0.077425,522.298219,204.872989,0.926420,8.500806,11.120843
8,0,0,8,3,0,k,1314.814471,224.851273,0.114983,0.063778,924.040645,139.095977,0.530958,6.629589,19.487267
9,0,0,9,3,0,k,1397.380352,182.109935,0.102243,0.058517,44.253264,1134.472460,0.292883,5.931606,30.159444
10,0,0,10,3,0,k,1105.008643,284.601451,0.133205,0.125363,58.200275,735.468915,0.477938,7.836574,18.164923
11,0,0,11,3,0,k,663.602964,277.270729,0.141019,0.404006,64.505671,293.219345,0.510612,8.189970,19.361611
12,0,0,12,3,0,k,425.514015,231.331249,0.114572,0.443392,61.063290,108.861720,0.395036,7.588523,15.716232
13,0,0,13,3,0,k,592.354329,375.410613,0.192633,1.394390,103.015445,76.822674,2.435618,12.199621,20.883334
14,0,0,14,3,0,k,604.726575,381.536321,0.208567,0.402016,99.217574,85.711561,3.676143,12.188227,21.786166
15,0,0,15,3,0,k,638.840584,302.968594,1.755687,2.291436,78.683600,61.941058,6.150797,84.137177,100.912235
0,0,1,0,0,0,g,142.308225,139.693745,0.018994,0.020353,2.099832,0.149472,0.226302,0.099527,0.000000
1,0,1,1,0,0,g,180.495115,178.187061,0.046479,0.003200,0.993632,0.970512,0.012410,0.093618,0.188202
2,0,1,2,0,0,g,375.029894,370.658228,0.061006,0.006215,1.318421,2.016232,0.039832,0.617306,0.312653
3,0,1,3,0,0,g,346.118105,331.272295,0.971589,0.016076,3.284480,6.757015,0.123069,2.693365,1.000215
4,0,1,4,0,0,g,165.609000,106.368018,4.044876,0.013761,43.078680,5.582345,0.123636,5.631689,0.765996
5,0,1,5,0,0,g,247.922885,161.268715,0.779820,0.028369,5.003222,10.681443,0.179259,68.632028,1.350028
6,0,1,6,0,0,g,291.548911,149.494785,0.071807,0.026095,40.978675,8.321524,0.086967,91.810833,0.758225
7,0,1,7,0,0,g,354.795192,118.400827,0.056802,0.014206,223.621110,5.408629,0.079662,6.710460,0.503497
8,0,1,8,0,0,g,492.156380,122.436123,0.057235,0.009397,316.467902,5.218066,0.089680,10.439960,37.438017
9,0,1,9,0,0,g,330.111337,99.926441,0.047800,0.017459,4.186345,142.830617,0.105843,2.242813,80.754017
10,0,1,10,0,0,g,387.297331,144.542326,0.066489,0.025850,6.483000,221.175196,0.157063,3.217886,11.629521
11,0,1,11,0,0,g,351.262494,143.493678,0.072661,0.266492,6.102713,192.704076,0.155582,3.488758,4.978534
12,0,1,12,0,0,g,252.393285,124.270688,0.057632,0.590100,5.509955,114.107787,0.138821,2.927154,4.791148
13,0,1,13,0,0,g,245.515724,200.178528,0.091074,2.404924,8.450827,24.804070,0.198531,4.727530,4.660241
14,0,1,14,0,0,g,252.021199,206.459095,0.101445,0.588281,23.734308,10.251537,4.198087,4.984169,1.704277
15,0,1,15,0,0,g,215.411609,120.196230,0.603771,0.010358,14.461285,10.929702,5.463235,46.005768,17.741259
0,0,1,0,0,2,g,345.439356,344.542669,0.016608,0.046366,0.392728,0.159681,0.002392,0.278913,0.000000
1,0,1,1,0,2,g,140.055682,139.153137,0.090062,0.000000,0.726746,0.000000,0.000000,0.085737,0.000000
2,0,1,2,0,2,g,152.700042,151.883212,0.040673,0.000000,0.000000,0.505978,0.011529,0.258650,0.000000
3,0,1,3,0,2,g,128.704239,96.154901,5.438418,0.000000,23.546039,1.678642,0.043690,1.842550,0.000000
4,0,1,4,0,2,g,316.052268,95.844525,4.142996,0.000000,207.554755,1.948968,0.054265,6.506759,0.000000
5,0,1,5,0,2,g,331.958414,132.242349,0.885783,0.000000,187.569045,2.267835,0.063574,8.929827,0.000000
6,0,1,6,0,2,g,287.288529,120.081665,0.059694,0.000000,83.054133,1.693899,0.037122,82.362016,0.000000
7,0,1,7,0,2,g,393.922581,104.957827,0.058739,0.000000,283.426595,1.153856,0.059385,4.266179,0.000000
8,0,1,8,0,2,g,244.180044,108.843975,0.058774,0.000000,92.908366,1.123702,0.136907,2.762913,38.345407
9,0,1,9,0,2,g,204.918947,91.102613,0.062464,0.000000,3.143234,32.403669,0.032592,2.781224,75.393151
10,0,1,10,0,2,g,387.191406,114.853281,0.056853,0.000000,65.222340,190.991077,0.049550,2.741855,13.276450
11,0,1,11,0,2,g,352.718453,116.560571,0.069849,0.007459,3.472440,227.482512,0.048853,2.704610,2.372159
12,0,1,12,0,2,g,337.140875,109.995552,0.074007,0.761096,4.112383,210.296655,0.046626,3.216430,8.638126
13,0,1,13,0,2,g,232.734063,169.873857,0.104063,2.631051,6.207321,40.075425,0.503625,4.963683,8.375039
14,0,1,14,0,2,g,232.225848,175.309556,0.118602,0.047556,43.215965,2.772183,5.870670,4.891316,0.000000
15,0,1,15,0,2,g,214.057277,134.784933,0.085160,0.000000,36.246819,28.141716,5.344349,6.806844,2.647457
0,0,1,0,0,3,g,301.780072,294.820017,0.070542,0.000000,6.238496,0.139705,0.002404,0.508907,0.000000
1,0,1,1,0,3,g,121.037908,107.510319,0.166464,0.000000,10.421976,0.000000,0.000000,2.939149,0.000000
2,0,1,2,0,3,g,301.430120,289.678191,0.024988,0.000000,10.406933,0.465307,0.012433,0.842268,0.000000
3,0,1,3,0,3,g,62.862662,56.437122,0.858788,0.000000,0.000000,1.412062,0.041786,4.112905,0.000000
4,0,1,4,0,3,g,202.271563,57.631473,0.648407,0.000000,138.088948,1.598017,0.049439,4.255278,0.000000
5,0,1,5,0,3,g,242.716671,83.194203,0.499573,0.000000,145.126811,1.896430,0.045959,11.953694,0.000000
6,0,1,6,0,3,g,272.697196,75.199661,0.068659,0.000000,138.144986,1.979404,0.034189,57.270297,0.000000
7,0,1,7,0,3,g,315.391386,64.596828,0.064721,0.000000,208.030848,1.268540,0.077557,41.352893,0.000000
8,0,1,8,0,3,g,219.444025,65.569564,0.048409,0.000000,142.350883,1.474697,0.142021,2.402658,7.455794
9,0,1,9,0,3,g,194.883344,57.142908,0.066407,0.000000,10.413270,68.260964,0.031955,2.764791,56.203048
10,0,1,10,0,3,g,362.284730,71.843778,0.061092,0.000000,13.118737,256.143546,0.054388,2.719805,18.343384
11,0,1,11,0,3,g,367.485950,71.545736,0.066170,0.009460,16.571352,272.592135,0.049396,3.061742,3.589959
12,0,1,12,0,3,g,104.269815,68.585506,0.059689,3.337106,16.841257,1.163145,0.041066,3.128086,11.113961
13,0,1,13,0,3,g,196.132179,105.541382,0.116989,0.792897,29.187402,52.008266,0.153354,5.252631,3.079258
14,0,1,14,0,3,g,207.338489,110.504324,0.098695,0.051936,62.794636,2.510797,2.975605,5.143730,23.258766
15,0,1,15,0,3,g,158.672529,66.331733,0.110902,0.010284,50.953540,24.631997,6.431942,6.546934,3.655197
0,0,1,0,0,4,g,290.973231,273.951151,0.014307,0.000000,15.946862,0.168610,0.002641,0.889661,0.000000
1,0,1,1,0,4,g,121.612353,90.049923,0.074268,0.000000,29.963352,0.000000,0.000000,1.524809,0.000000
2,0,1,2,0,4,g,172.333983,139.346215,2.129445,0.000000,28.613474,0.426154,0.012309,1.806386,0.000000
3,0,1,3,0,4,g,94.284901,56.472385,1.869710,0.000000,32.224911,1.948693,0.038488,1.730713,0.000000
4,0,1,4,0,4,g,121.795857,56.156279,1.091212,0.000000,16.037720,1.808503,0.050466,46.651677,0.000000
5,0,1,5,0,4,g,244.918909,76.680257,2.056787,0.000000,154.480458,1.767222,0.059163,9.875022,0.000000
6,0,1,6,0,4,g,213.044568,71.061038,0.051949,0.000000,76.324451,1.921580,0.046418,63.639132,0.000000
7,0,1,7,0,4,g,353.705345,60.305739,0.066754,0.000000,285.607993,1.044204,0.190767,5.113628,1.376259
8,0,1,8,0,4,g,224.236758,63.039669,0.057479,0.000000,147.958783,1.111877,2.101077,2.961428,7.006445
9,0,1,9,0,4,g,203.605786,52.323856,0.062289,0.000000,30.679516,62.572316,0.037129,2.778161,55.152518
10,0,1,10,0,4,g,280.975079,66.844377,0.061863,0.604442,29.126970,169.050265,0.041769,3.148770,12.096623
11,0,1,11,0,4,g,328.178028,69.467425,0.072756,0.007780,39.022373,211.183888,0.048234,3.625277,4.750295
12,0,1,12,0,4,g,201.242092,63.773956,0.072357,1.343375,42.035902,82.782878,0.045441,3.831687,7.356495
13,0,1,13,0,4,g,206.304886,99.613590,0.115489,1.708611,61.577057,32.501056,0.196202,5.667959,4.924922
14,0,1,14,0,4,g,388.386202,100.511736,0.095245,0.037006,248.161804,29.566040,4.579333,5.435038,0.000000
15,0,1,15,0,4,g,200.684920,61.885965,0.116261,0.008819,114.099522,9.097202,4.538882,8.199955,2.738314
0,0,1,0,0,5,g,319.154081,277.212832,0.013479,0.000000,25.453231,0.148367,0.002457,16.323716,0.000000
1,0,1,1,0,5,g,143.947286,111.475995,0.058481,0.000000,30.992011,0.000000,0.000000,1.420799,0.000000
2,0,1,2,0,5,g,338.026120,301.807934,0.032850,0.000000,33.869372,0.431769,0.013048,1.871145,0.000000
3,0,1,3,0,5,g,117.015276,57.251967,2.437281,0.000000,53.002275,1.527894,0.041402,2.754457,0.000000
4,0,1,4,0,5,g,189.277786,55.263836,0.113087,0.000000,73.876540,1.984206,0.049865,57.990253,0.000000
5,0,1,5,0,5,g,237.556770,75.677672,0.065420,0.000000,150.190140,2.103310,0.054673,9.465555,0.000000
6,0,1,6,0,5,g,248.166657,71.555592,0.038822,0.000000,87.332478,2.170182,0.036387,87.033196,0.000000
7,0,1,7,0,5,g,276.916860,61.472362,0.055698,0.000000,209.555213,1.462474,0.099200,4.271914,0.000000
8,0,1,8,0,5,g,415.975031,63.771420,0.057406,0.000000,173.731566,137.228492,0.033950,6.331715,34.820482
9,0,1,9,0,5,g,210.749513,53.639540,0.050965,0.365188,34.630270,48.224137,0.035890,2.808832,70.994692
10,0,1,10,0,5,g,380.966138,68.630136,0.054253,0.245303,29.961345,263.208470,0.047966,3.120573,15.698091
11,0,1,11,0,5,g,325.010985,70.305206,0.058162,0.009186,33.965718,172.273300,0.050517,3.525810,44.823086
12,0,1,12,0,5,g,181.559642,63.304016,0.050301,0.774783,42.270740,26.194887,0.043104,3.597421,45.324390
13,0,1,13,0,5,g,208.095151,99.291683,0.093560,1.764816,60.109834,35.111983,0.071932,5.273381,6.377962
14,0,1,14,0,5,g,205.610270,104.820499,0.086025,0.035801,86.582345,2.790190,5.480639,5.814770,0.000000
15,0,1,15,0,5,g,198.359688,89.572804,0.108902,0.000000,71.965463,15.701581,5.431422,11.652365,3.927151
0,0,1,0,0,6,g,357.244102,329.083917,0.002130,0.000000,26.859851,0.143518,0.002354,1.152332,0.000000
1,0,1,1,0,6,g,141.292166,103.995892,0.040067,0.000000,35.148940,0.000000,0.000000,2.107267,0.000000
2,0,1,2,0,6,g,247.314343,200.445739,0.022320,0.000000,44.357172,0.510543,0.012249,1.966320,0.000000
3,0,1,3,0,6,g,123.796747,55.700764,2.120104,0.000000,60.051075,1.617577,0.043354,4.263872,0.000000
4,0,1,4,0,6,g,129.531005,55.279965,1.168775,0.000000,63.130900,1.980126,0.047011,7.924229,0.000000
5,0,1,5,0,6,g,246.598608,76.496766,0.271152,0.000000,157.372642,1.828132,0.060076,10.569839,0.000000
6,0,1,6,0,6,g,185.318062,70.323845,0.033580,0.000000,39.724353,1.986164,0.038363,73.211757,0.000000
7,0,1,7,0,6,g,497.482434,60.649219,0.038490,0.000000,382.282659,51.403824,0.095373,3.012869,0.000000
8,0,1,8,0,6,g,287.954435,62.276120,0.030752,0.000000,215.698793,1.518868,0.038740,4.643127,3.748035
9,0,1,9,0,6,g,277.032370,52.462618,0.020572,0.000000,111.142799,43.261544,0.040467,2.971404,67.132965
10,0,1,10,0,6,g,345.788571,67.946126,0.035572,0.000000,36.930292,180.131305,0.046546,3.375301,57.323429
11,0,1,11,0,6,g,335.040131,68.997455,0.036033,0.010587,45.330961,214.916989,0.051148,3.489294,2.207663
12,0,1,12,0,6,g,267.745743,63.997123,0.038071,0.573112,45.430610,147.112778,0.042994,3.443735,7.107321
13,0,1,13,0,6,g,209.863093,97.490458,0.053073,1.846967,68.019178,33.827339,0.177964,5.488518,2.959596
14,0,1,14,0,6,g,213.029094,104.501639,0.056369,0.057454,94.416157,2.714792,4.723303,5.592128,0.967251
15,0,1,15,0,6,g,271.066671,144.479421,0.093939,0.004215,72.774377,21.413305,3.402471,9.517429,19.381514
0,0,1,0,0,7,g,308.188202,282.359801,0.002428,0.014326,22.611834,1.534248,0.060953,1.107774,0.496838
1,0,1,1,0,7,g,129.543428,90.252098,0.471741,0.000000,33.923023,2.145574,0.106759,1.779866,0.864368
2,0,1,2,0,7,g,322.520595,270.435273,0.012087,0.000000,44.660092,3.809935,0.145913,2.268158,1.189136
3,0,1,3,0,7,g,226.407251,158.223981,2.048420,0.000000,54.921325,6.757401,0.176675,3.344213,0.935235
4,0,1,4,0,7,g,145.674605,55.764290,2.242792,0.000000,71.297116,5.401725,0.225170,9.504190,1.239322
5,0,1,5,0,7,g,135.059619,76.792727,6.144422,0.000000,30.141319,6.262652,0.310039,13.295436,2.113025
6,0,1,6,0,7,g,290.823079,71.565649,0.045058,0.000000,141.896344,2.773105,0.080294,74.108023,0.354606
7,0,1,7,0,7,g,230.247298,61.373269,0.025198,0.000000,153.873252,1.208643,0.135625,13.631311,0.000000
8,0,1,8,0,7,g,384.922229,63.848124,0.028455,0.000000,307.335544,2.597656,2.592490,1.989212,6.530747
9,0,1,9,0,7,g,183.664017,53.278961,0.029455,0.000000,25.043691,31.109672,0.166282,2.499139,71.536817
10,0,1,10,0,7,g,328.383460,68.500538,0.027520,0.000000,34.073529,208.014062,0.231749,3.296583,14.239481
11,0,1,11,0,7,g,377.590701,69.791817,0.033000,0.008590,43.162216,255.921810,0.265648,3.868107,4.539511
12,0,1,12,0,7,g,115.837861,63.240608,0.037179,2.701193,36.208674,3.422974,0.218823,3.389826,6.618585
13,0,1,13,0,7,g,207.855263,100.149948,0.063453,1.733724,64.885895,29.379729,0.516175,5.997939,5.128400
14,0,1,14,0,7,g,370.109437,105.388107,0.051096,0.058410,218.043187,7.064018,1.623449,5.359024,32.522145
15,0,1,15,0,7,g,196.365000,61.494261,0.079553,0.054432,107.824239,12.137816,4.676254,6.642548,3.455898
0,0,1,0,0,8,g,219.156088,176.675330,0.106331,0.005899,14.026645,1.750272,0.814925,25.041640,0.735047
1,0,1,1,0,8,g,114.930322,89.249301,0.187822,0.015952,20.054530,2.589140,0.131221,1.281448,1.420908
2,0,1,2,0,8,g,172.164000,104.010213,0.834636,0.020201,21.521512,3.791226,0.170804,40.187227,1.628182
3,0,1,3,0,8,g,76.524563,56.490284,2.017666,0.017384,10.799808,4.067129,0.126624,2.178122,0.827545
4,0,1,4,0,8,g,241.602297,55.522231,1.037683,0.020166,173.116374,5.535397,0.188673,4.857374,1.324400
5,0,1,5,0,8,g,315.923288,77.795879,0.436533,0.038548,218.812433,6.756612,0.260017,10.001057,1.822209
6,0,1,6,0,8,g,243.133772,71.737399,0.034530,0.031700,85.237216,6.763355,0.126417,78.080178,1.122977
7,0,1,7,0,8,g,278.789857,60.730358,0.033415,0.007680,205.006127,2.473237,5.259327,3.113493,2.166222
8,0,1,8,0,8,g,128.005249,62.259127,0.036532,0.000000,30.716368,1.139309,0.040767,1.700725,32.112420
9,0,1,9,0,8,g,239.125258,52.379264,0.036350,0.006834,13.354148,79.849070,0.106339,2.184465,91.208788
10,0,1,10,0,8,g,430.900509,67.462249,0.035928,0.014283,20.460235,323.689177,0.166465,2.973949,16.098223
11,0,1,11,0,8,g,479.145849,70.513887,0.044875,0.035088,26.400833,374.524810,0.231880,3.531483,3.862994
12,0,1,12,0,8,g,208.232522,62.481461,0.034655,0.629597,23.341912,110.821838,0.175035,3.029456,7.718568
13,0,1,13,0,8,g,194.110526,99.611647,0.058108,1.745744,46.914760,30.829475,0.287676,5.092025,9.571091
14,0,1,14,0,8,g,218.507258,105.694285,0.064615,0.078397,67.050085,6.306584,2.227483,4.413673,32.672137
15,0,1,15,0,8,g,152.346176,62.214973,0.085375,0.318443,61.265292,11.664382,4.089159,9.259322,3.449231
0,0,1,0,0,9,g,280.416419,255.754447,0.002136,0.034895,3.669985,19.811055,0.264787,0.107151,0.771962
1,0,1,1,0,9,g,122.821037,85.292060,0.056950,0.034332,2.980096,33.024901,0.069392,0.000000,1.363306
2,0,1,2,0,9,g,262.969455,211.354230,0.020260,0.032394,3.854038,45.669790,0.117054,0.268714,1.652975
3,0,1,3,0,9,g,174.258254,55.608367,2.299789,0.046042,24.407143,66.452980,0.150607,23.497786,1.795539
4,0,1,4,0,9,g,194.276185,55.734864,0.128735,0.022363,42.812107,37.997936,0.122633,56.094783,1.362764
5,0,1,5,0,9,g,210.277030,76.403754,0.454091,0.033761,3.374944,50.947695,0.150355,76.849879,2.062551
6,0,1,6,0,9,g,284.695555,71.159419,0.037357,0.040757,85.643290,51.620318,0.139620,73.931185,2.123611
7,0,1,7,0,9,g,328.212299,60.377080,0.035260,0.016046,235.266983,28.593106,0.104716,2.954794,0.864314
8,0,1,8,0,9,g,196.279660,64.113077,0.036651,0.010966,92.544264,27.419583,1.788269,1.665994,8.700857
9,0,1,9,0,9,g,143.606999,52.902115,0.035931,0.000000,0.000000,18.812885,0.033152,1.226252,70.596663
10,0,1,10,0,9,g,529.961623,69.090570,0.035509,0.003384,0.719301,453.606688,0.065766,1.695551,4.744853
11,0,1,11,0,9,g,255.902950,69.034145,0.040497,0.036825,4.365566,130.994271,0.119938,1.770174,49.541533
12,0,1,12,0,9,g,155.312377,63.873072,0.034464,0.284106,1.670678,21.113800,0.094098,1.831183,66.410977
13,0,1,13,0,9,g,341.862515,99.571920,0.054064,0.996675,2.443974,231.885055,0.148628,2.415312,4.346887
14,0,1,14,0,9,g,327.685297,104.446731,0.066183,0.107982,169.720893,45.074808,4.255359,2.425401,1.587941
15,0,1,15,0,9,g,200.731144,93.635001,0.108187,0.105912,13.872553,79.717506,4.662396,4.941790,3.687798
0,0,1,0,0,10,g,316.642289,280.483506,0.004409,0.024230,1.496087,32.486320,0.226786,0.111181,1.809770
1,0,1,1,0,10,g,140.714083,95.516050,0.661986,0.040604,2.468054,40.512794,0.000000,0.000000,1.514594
2,0,1,2,0,10,g,166.620741,108.789443,0.569288,0.042577,3.119088,51.988183,0.010975,0.246401,1.854785
3,0,1,3,0,10,g,170.807155,56.847963,2.235813,0.055853,33.726708,73.778886,0.036696,1.428702,2.696534
4,0,1,4,0,10,g,219.378952,55.544062,0.108969,0.039499,60.783092,44.956400,0.047326,56.226814,1.672790
5,0,1,5,0,10,g,220.297498,77.544652,0.453888,0.045511,3.384471,60.382854,0.053378,76.044647,2.388096
